period,district,active_shgs_no,amount,amount_of_loan_disbursed,appl_sponsored,cases_pending,disbursed_no,loan_disbursed,loan_disbursed_no,loan_sanctioned,loan_sanctioned_no,no_fo_shgs_credit_linked,no_of_active,no_of_active_shgs,no_of_cases,no_of_cases_pending,no_of_sponsored,no_of_sponsored_application,no_of_sponsored_application_in_fy_22_23,no_of_sponsored_application_in_fy_23_24,no_of_sponsored_application_in_fy_24_25,no_of_sponsored_application_in_fy_fy_22_23,no_of_sponsored_application_in_fy_fy_23_24,no_of_sponsored_application_in_fy_fy_24_25,pending_no,sanctioned_no,sep_g,sep_g_disburs_ed_by_branch,sep_g_disbursed_no,sep_g_sanctioned_no,sep_g_sponsord_ot_bank_branches,sep_g_target_for_fy_20_21,sep_group_no,sep_i,sep_i_disburs_ed_by_branch,sep_i_disbursed_no,sep_i_sanctioned_no,sep_i_sponsord_ot_bank_branches,sep_i_target_for_fy_20_21,sep_individual_no,shg_credit_linkage,shg_credit_linkage_active_shgs,shg_credit_linkage_no,shg_credit_linkage_sponsord_ot_bank_branches,shg_loan_disbursed_no,shg_loan_sanctioned_no,sponsored_in_fy_21_22,sponsored_in_fy_22_23,sponsored_no,target_amount_of_sep_g_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_g_loan_to_be_disbursed_fy_24_25,target_amount_of_sep_i_loan_to_be_disbursed_fy_22_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_23_24,target_amount_of_sep_i_loan_to_be_disbursed_fy_24_25,target_amount_of_shg_loan_to_be_disbursed_fy_22_24,target_amount_of_shg_loan_to_be_disbursed_fy_23_24,target_amount_of_shg_loan_to_be_disbursed_fy_24_25,target_disb_no,target_for_2019_20_no,target_for_fy_2020_21_no,target_for_fy_20_21,target_fy_20_21_no,target_fy_21_22_no,target_fy_22_23,target_fy_22_23_no,target_fy_23_24,target_fy_24_25,target_fy_fy_22_23,target_fy_fy_23_24,target_fy_fy_24_25,total_pending,total_sponsored
March 2023,Jalpaiguri,,1.28,,,,,,,,,,,1575.0,,7.0,,,71.0,,,221.0,,,,,,,3.0,3.0,,,,,,28.0,28.0,,,,,,,,75.0,75.0,,,,0.17,,,1.55,,,3.99,,,,,,,,,266.0,,,,84.0,,,,
March 2023,Jhargram,,0.9,,,,,,,,,,,486.0,,9.0,,,3.0,,,58.0,,,,,,,0.0,0.0,,,,,,1.0,1.0,,,,,,,,53.0,53.0,,,,0.06,,,0.3,,,1.2,,,,,,,,,80.0,,,,20.0,,,,
March 2023,Kalimpong,,0.51,,,,,,,,,,,178.0,,0.0,,,3.0,,,33.0,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,30.0,29.0,,,,0.06,,,0.32,,,1.04,,,,,,,,,70.0,,,,20.0,,,,
March 2023,Kolkata,,4.22,,,,,,,,,,,968.0,,202.0,,,65.0,,,528.0,,,,,,,0.0,0.0,,,,,,45.0,25.0,,,,,,,,247.0,244.0,,,,0.1,,,2.0,,,3.0,,,,,,,,,250.0,,,,100.0,,,,
March 2023,Malda,,2.0,,,,,,,,,,,818.0,,43.0,,,29.0,,,211.0,,,,,,,3.0,3.0,,,,,,9.0,10.0,,,,,,,,117.0,118.0,,,,0.11,,,0.94,,,2.9,,,,,,,,,193.0,,,,60.0,,,,
March 2023,Murshidabad,,10.57,,,,,,,,,,,5547.0,,42.0,,,124.0,,,912.0,,,,,,,6.0,7.0,,,,,,54.0,52.0,,,,,,,,619.0,631.0,,,,0.6,,,4.18,,,16.86,,,,,,,,,1185.0,,,,260.0,,,,
March 2023,Nadia,,12.48,,,,,,,,,,,5842.0,,212.0,,,298.0,,,931.0,,,,,,,12.0,13.0,,,,,,165.0,172.0,,,,,,,,731.0,811.0,,,,0.45,,,3.89,,,16.44,,,,,,,,,1094.0,,,,266.0,,,,
March 2023,North 24 Parganas,,34.28,,,,,,,,,,,15663.0,,294.0,,,723.0,,,2317.0,,,,,,,27.0,36.0,,,,,,434.0,447.0,,,,,,,,2008.0,2103.0,,,,1.57,,,13.66,,,45.97,,,,,,,,,3169.0,,,,852.0,,,,
March 2023,Paschim Bardhaman,,5.67,,,,,,,,,,,2720.0,,336.0,,,175.0,,,800.0,,,,,,,1.0,1.0,,,,,,14.0,14.0,,,,,,,,332.0,345.0,,,,0.18,,,1.42,,,12.53,,,,,,,,,835.0,,,,152.0,,,,
March 2023,Paschim Medinipur,,6.83,,,,,,,,,,,3988.0,,87.0,,,245.0,,,588.0,,,,,,,11.0,11.0,,,,,,113.0,113.0,,,,,,,,400.0,430.0,,,,0.33,,,2.66,,,9.76,,,,,,,,,650.0,,,,195.0,,,,
March 2023,Purba Bardhaman,,8.77,,,,,,,,,,,3487.0,,80.0,,,147.0,,,550.0,,,,,,,7.0,7.0,,,,,,90.0,103.0,,,,,,,,514.0,515.0,,,,0.32,,,2.43,,,7.11,,,,,,,,,543.0,,,,153.0,,,,
March 2023,Purba Medinipur,,6.04,,,,,,,,,,,3468.0,,210.0,,,96.0,,,710.0,,,,,,,8.0,11.0,,,,,,78.0,80.0,,,,,,,,354.0,464.0,,,,0.27,,,2.07,,,6.18,,,,,,,,,420.0,,,,145.0,,,,
March 2023,Purulia,,1.57,,,,,,,,,,,1154.0,,13.0,,,48.0,,,114.0,,,,,,,2.0,2.0,,,,,,32.0,32.0,,,,,,,,92.0,93.0,,,,0.14,,,1.15,,,2.63,,,,,,,,,175.0,,,,70.0,,,,
March 2023,South 24 Parganas,,7.53,,,,,,,,,,,3582.0,,64.0,,,79.0,,,546.0,,,,,,,2.0,2.0,,,,,,46.0,46.0,,,,,,,,441.0,497.0,,,,0.37,,,3.13,,,10.17,,,,,,,,,741.0,,,,190.0,,,,
March 2023,Uttar Dinajpur,,4.22,,,,,,,,,,,2125.0,,46.0,,,65.0,,,303.0,,,,,,,12.0,12.0,,,,,,37.0,42.0,,,,,,,,247.0,246.0,,,,0.36,,,1.21,,,4.38,,,,,,,,,451.0,,,,106.0,,,,
March 2024,Alipurduar,,163.79,,,,,,,,,,,1319.0,,6.0,,,,6.0,,,109.0,,,,,,7.0,9.0,,,,,,1.0,1.0,,,,,,,,83.0,91.0,,,,,24.0,,,70.0,,,277.5,,,,,,,,,,185.0,,,35.0,,,
March 2024,Bankura,,576.23,,,,,,,,,,,2547.0,,9.0,,,,68.0,,,268.0,,,,,,3.0,5.0,,,,,,51.0,51.0,,,,,,,,292.0,366.0,,,,,18.0,,,118.0,,,468.0,,,,,,,,,,312.0,,,59.0,,,
March 2024,Birbhum,,886.06,,,,,,,,,,,3931.0,,4.0,,,,302.0,,,769.0,,,,,,29.0,29.0,,,,,,149.0,151.0,,,,,,,,449.0,442.0,,,,,48.0,,,374.0,,,1330.5,,,,,,,,,,887.0,,,187.0,,,
March 2024,Cooch Behar,,503.22,,,,,,,,,,,1818.0,,54.0,,,,116.0,,,333.0,,,,,,6.0,6.0,,,,,,45.0,45.0,,,,,,,,255.0,264.0,,,,,42.0,,,252.0,,,660.0,,,,,,,,,,440.0,,,126.0,,,
March 2024,Dakshin Dinajpur,,325.61,,,,,,,,,,,1973.0,,21.0,,,,81.0,,,201.0,,,,,,2.0,2.0,,,,,,35.0,35.0,,,,,,,,165.0,316.0,,,,,21.0,,,122.0,,,592.5,,,,,,,,,,395.0,,,61.0,,,
March 2024,Darjeeling,,625.57,,,,,,,,,,,2499.0,,4.0,,,,32.0,,,324.0,,,,,,4.0,4.0,,,,,,27.0,26.0,,,,,,,,317.0,328.0,,,,,27.0,,,236.0,,,720.0,,,,,,,,,,480.0,,,118.0,,,
March 2024,Hooghly,,1553.07,,,,,,,,,,,6635.0,,36.0,,,,252.0,,,1007.0,,,,,,11.0,11.0,,,,,,191.0,192.0,,,,,,,,787.0,822.0,,,,,78.0,,,582.0,,,1684.5,,,,,,,,,,1123.0,,,291.0,,,
March 2024,Howrah,,398.63,,,,,,,,,,,2013.0,,61.0,,,,29.0,,,328.0,,,,,,0.0,0.0,,,,,,20.0,20.0,,,,,,,,202.0,203.0,,,,,18.0,,,208.0,,,816.0,,,,,,,,,,544.0,,,104.0,,,
March 2024,Jalpaiguri,,471.64,,,,,,,,,,,1841.0,,116.0,,,,41.0,,,310.0,,,,,,2.0,2.0,,,,,,18.0,19.0,,,,,,,,239.0,277.0,,,,,24.0,,,176.0,,,445.5,,,,,,,,,,297.0,,,88.0,,,
March 2024,Jhargram,,102.62,,,,,,,,,,,529.0,,20.0,,,,2.0,,,53.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,52.0,58.0,,,,,3.0,,,40.0,,,130.5,,,,,,,,,,87.0,,,20.0,,,
March 2024,Kalimpong,,25.65,,,,,,,,,,,192.0,,7.0,,,,11.0,,,20.0,,,,,,0.0,0.0,,,,,,9.0,9.0,,,,,,,,13.0,18.0,,,,,15.0,,,34.0,,,120.0,,,,,,,,,,80.0,,,17.0,,,
March 2024,Kolkata,,491.38,,,,,,,,,,,1801.0,,177.0,,,,156.0,,,499.0,,,,,,0.0,0.0,,,,,,50.0,143.0,,,,,,,,249.0,269.0,,,,,15.0,,,240.0,,,450.0,,,,,,,,,,300.0,,,120.0,,,
March 2024,Malda,,256.54,,,,,,,,,,,912.0,,32.0,,,,16.0,,,159.0,,,,,,3.0,3.0,,,,,,4.0,20.0,,,,,,,,130.0,134.0,,,,,15.0,,,90.0,,,393.0,,,,,,,,,,262.0,,,45.0,,,
March 2024,Murshidabad,,1264.95,,,,,,,,,,,6030.0,,30.0,,,,139.0,,,719.0,,,,,,6.0,9.0,,,,,,85.0,88.0,,,,,,,,641.0,639.0,,,,,72.0,,,388.0,,,1531.5,,,,,,,,,,1021.0,,,194.0,,,
March 2024,Nadia,,1409.01,,,,,,,,,,,6459.0,,49.0,,,,170.0,,,844.0,,,,,,6.0,10.0,,,,,,141.0,142.0,,,,,,,,714.0,819.0,,,,,72.0,,,504.0,,,1740.0,,,,,,,,,,1160.0,,,252.0,,,
March 2024,North 24 Parganas,,3512.65,,,,,,,,,,,17095.0,,258.0,,,,455.0,,,2280.0,,,,,,10.0,12.0,,,,,,304.0,311.0,,,,,,,,1780.0,1873.0,,,,,171.0,,,1292.0,,,4800.0,,,,,,,,,,3200.0,,,646.0,,,
March 2024,Paschim Bardhaman,,430.2,,,,,,,,,,,3184.0,,174.0,,,,113.0,,,680.0,,,,,,1.0,3.0,,,,,,9.0,9.0,,,,,,,,218.0,241.0,,,,,27.0,,,200.0,,,903.0,,,,,,,,,,602.0,,,100.0,,,
March 2024,Paschim Medinipur,,921.58,,,,,,,,,,,4338.0,,25.0,,,,166.0,,,571.0,,,,,,9.0,9.0,,,,,,104.0,104.0,,,,,,,,467.0,486.0,,,,,57.0,,,366.0,,,987.0,,,,,,,,,,658.0,,,183.0,,,
March 2024,Purba Bardhaman,,868.3,,,,,,,,,,,3751.0,,32.0,,,,129.0,,,386.0,,,,,,7.0,8.0,,,,,,95.0,96.0,,,,,,,,440.0,429.0,,,,,36.0,,,334.0,,,753.0,,,,,,,,,,502.0,,,167.0,,,
March 2024,Purba Medinipur,,670.96,,,,,,,,,,,3417.0,,39.0,,,,127.0,,,532.0,,,,,,11.0,12.0,,,,,,111.0,113.0,,,,,,,,340.0,341.0,,,,,57.0,,,232.0,,,549.0,,,,,,,,,,366.0,,,116.0,,,
March 2024,Purulia,,244.7,,,,,,,,,,,1250.0,,5.0,,,,53.0,,,132.0,,,,,,2.0,2.0,,,,,,41.0,41.0,,,,,,,,124.0,128.0,,,,,12.0,,,114.0,,,285.0,,,,,,,,,,190.0,,,57.0,,,
March 2024,South 24 Parganas,,700.56,,,,,,,,,,,4075.0,,50.0,,,,110.0,,,622.0,,,,,,3.0,4.0,,,,,,81.0,81.0,,,,,,,,355.0,439.0,,,,,39.0,,,320.0,,,1236.0,,,,,,,,,,824.0,,,160.0,,,
March 2024,Uttar Dinajpur,,548.61,,,,,,,,,,,2362.0,,31.0,,,,59.0,,,431.0,,,,,,15.0,17.0,,,,,,42.0,42.0,,,,,,,,278.0,283.0,,,,,66.0,,,190.0,,,735.0,,,,,,,,,,490.0,,,95.0,,,
September 2017,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,24.0,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,87.0,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,209.0,,,,,,,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,156.0,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,112.0,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,233.0,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,473.0,,,,,,,1427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,262.0,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,124.0,,,,,,,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,30.0,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,100.0,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,147.0,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,186.0,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,412.0,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,974.0,,,,,,,3900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,518.0,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,303.0,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,157.0,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,99.0,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,218.0,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2017,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,126.0,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,24.0,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,87.0,,,,,,,477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,209.0,,,,,,,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,156.0,,,,,,,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,112.0,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,203.0,,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,473.0,,,,,,,1470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,262.0,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,124.0,,,,,,,375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,30.0,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,30.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,100.0,,,,,,,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,147.0,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,186.0,,,,,,,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,412.0,,,,,,,1285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,974.0,,,,,,,3671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,518.0,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,303.0,,,,,,,1053.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,50.0,,,,,,,707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,157.0,,,,,,,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,99.0,,,,,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,218.0,,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2018,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,126.0,,,,,,,462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2019,Alipurduar,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
September 2019,Bankura,,0.0,,,,,,0.0,,0.0,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
September 2019,Birbhum,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,
September 2019,Cooch Behar,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,
September 2019,Dakshin Dinajpur,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
September 2019,Darjeeling,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
September 2019,Hooghly,,2.0,,,,,,1.0,,1.0,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,
September 2019,Howrah,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
September 2019,Jalpaiguri,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
September 2019,Jhargram,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
September 2019,Kalimpong,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
September 2019,Kolkata,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,
September 2019,Malda,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
September 2019,Murshidabad,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,
September 2019,Nadia,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,
September 2019,North 24 Parganas,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,
September 2019,Paschim Bardhaman,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,
September 2019,Paschim Medinipur,,3.75,,,,,,3.0,,3.0,,,,,0.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,
September 2019,Purba Bardhaman,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
September 2019,Purba Medinipur,,2.58,,,,,,2.0,,2.0,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,
September 2019,Purulia,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
September 2019,South 24 Parganas,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,
September 2019,Uttar Dinajpur,,0.0,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
September 2020,Alipurduar,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,45.0,,,539.0,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,
September 2020,Bankura,,,,1.0,1.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,49.0,,,2110.0,,,,,,,,,,,,,,,,,,,,325.0,,,,,,,,,,,
September 2020,Birbhum,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,222.0,,,3378.0,,,,,,,,,,,,,,,,,,,,890.0,,,,,,,,,,,
September 2020,Cooch Behar,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,122.0,,,1514.0,,,,,,,,,,,,,,,,,,,,480.0,,,,,,,,,,,
September 2020,Dakshin Dinajpur,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,65.0,,,1560.0,,,,,,,,,,,,,,,,,,,,474.0,,,,,,,,,,,
September 2020,Darjeeling,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,80.0,,,1830.0,,,,,,,,,,,,,,,,,,,,265.0,,,,,,,,,,,
September 2020,Hooghly,,,,1.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,322.0,,,5033.0,,,,,,,,,,,,,,,,,,,,1012.0,,,,,,,,,,,
September 2020,Howrah,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,50.0,,,1397.0,,,,,,,,,,,,,,,,,,,,270.0,,,,,,,,,,,
September 2020,Jalpaiguri,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,110.0,,,1214.0,,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,,,,
September 2020,Jhargram,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,20.0,,,417.0,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,
September 2020,Kalimpong,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,15.0,,,71.0,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,
