district,period,as_on_date,fy,acp_target_achievement__acp_agri_achievement,acp_target_achievement__acp_agri_pct,acp_target_achievement__acp_agri_target,acp_target_achievement__acp_msme_achievement,acp_target_achievement__acp_msme_pct,acp_target_achievement__acp_msme_target,acp_target_achievement__acp_other_psa_achievement,acp_target_achievement__acp_other_psa_pct,acp_target_achievement__acp_other_psa_target,acp_target_achievement__acp_total_achievement,acp_target_achievement__acp_total_pct,acp_target_achievement__acp_total_target,atm_network__atm_rural,atm_network__atm_rural_growth_abs,atm_network__atm_rural_growth_pct,atm_network__atm_rural_prev_fy,atm_network__atm_rural_prev_q,atm_network__atm_semi_urban,atm_network__atm_semi_urban_growth_abs,atm_network__atm_semi_urban_growth_pct,atm_network__atm_semi_urban_prev_fy,atm_network__atm_semi_urban_prev_q,atm_network__atm_total_growth_abs,atm_network__atm_total_growth_pct,atm_network__atm_total_prev_fy,atm_network__atm_total_prev_q,atm_network__atm_urban,atm_network__atm_urban_growth_abs,atm_network__atm_urban_growth_pct,atm_network__atm_urban_prev_fy,atm_network__atm_urban_prev_q,atm_network__total_atm,branch_network__branch_rural,branch_network__branch_rural_growth_abs,branch_network__branch_rural_growth_pct,branch_network__branch_rural_prev_fy,branch_network__branch_rural_prev_q,branch_network__branch_semi_urban,branch_network__branch_semi_urban_growth_abs,branch_network__branch_semi_urban_growth_pct,branch_network__branch_semi_urban_prev_fy,branch_network__branch_semi_urban_prev_q,branch_network__branch_total_growth_abs,branch_network__branch_total_growth_pct,branch_network__branch_total_prev_fy,branch_network__branch_total_prev_q,branch_network__branch_urban,branch_network__branch_urban_growth_abs,branch_network__branch_urban_growth_pct,branch_network__branch_urban_prev_fy,branch_network__branch_urban_prev_q,branch_network__total_branch,credit_deposit_ratio__advances_growth_abs,credit_deposit_ratio__advances_growth_pct,credit_deposit_ratio__advances_prev_fy,credit_deposit_ratio__advances_prev_quarter,credit_deposit_ratio__cd_ratio_benchmark,credit_deposit_ratio__cd_ratio_prev_fy,credit_deposit_ratio__cd_ratio_prev_quarter,credit_deposit_ratio__deposits_growth_abs,credit_deposit_ratio__deposits_growth_pct,credit_deposit_ratio__deposits_prev_fy,credit_deposit_ratio__deposits_prev_quarter,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_deposit
Bilaspur,March 2025,31-03-2025,2024-25,1709.22,70.3226,2430.54,4536.73,92.9505,4880.8,307.64,83.272,369.44,6553.59,85.3245,7680.78,28,-1,-3.4483,29,23,36,-1,-2.7027,37,33,1,0.3155,317,318,254,3,1.1952,251,262,318,69,0,0,69,69,38,-2,-5,40,37,5,1.9305,259,263,157,7,4.6667,150,157,264,2662.83,15.5393,17136.05,18305.56,40,57.9292,62.9863,1955.07,6.6092,29581.04,29062.78,62.7816,19798.88,31536.11
Dantewada,March 2025,31-03-2025,2024-25,58.35,56.601,103.09,105.59,93.1704,113.33,14.42,108.7481,13.26,178.36,77.6559,229.68,9,1,12.5,8,9,41,-3,-6.8182,44,41,-2,-3.8462,52,50,0,0,0,0,0,50,22,0,0,22,22,22,1,4.7619,21,22,1,2.3256,43,44,0,0,0,0,0,44,1172.85,46.3612,2529.81,3018.37,40,100.8813,104.6403,275.14,10.9718,2507.71,2884.52,133.0528,3702.66,2782.85
Dhamtari,March 2025,31-03-2025,2024-25,1655.04,98.3521,1682.77,719.29,126.0033,570.85,170.77,157.7115,108.28,2545.1,107.7565,2361.9,26,0,0,26,26,15,-5,-25,20,18,-8,-8.9888,89,87,40,-3,-6.9767,43,43,81,55,1,1.8519,54,55,21,-1,-4.5455,22,21,-1,-0.885,113,112,36,-1,-2.7027,37,36,112,476.69,14.2664,3341.34,3733.09,40,56.4508,63.8449,333.07,5.6271,5919.03,5847.12,61.068,3818.03,6252.1
Durg,March 2025,31-03-2025,2024-25,2161.06,80.177,2695.36,6409.2,128.049,5005.27,306.32,82.6819,370.48,8876.58,109.9797,8071.11,51,1,2,50,52,36,3,9.0909,33,35,-4,-0.8715,459,457,368,-8,-2.1277,376,370,455,76,0,0,76,77,40,0,0,40,40,0,0,303,303,187,0,0,187,186,303,2527.84,12.998,19447.94,20994.58,40,57.4955,60.3184,2934.99,8.6769,33825.16,34806.27,59.7815,21975.78,36760.15
Gariaband,March 2025,31-03-2025,2024-25,669.28,90.1387,742.5,170.46,100.2706,170,16.27,17.4871,93.04,856.01,85.1294,1005.54,23,-2,-8,25,25,24,-1,-4,25,25,-3,-5.8824,51,51,1,0,0,1,1,48,38,2,5.5556,36,38,28,2,7.6923,26,28,4,6.4516,62,66,0,0,0,0,0,66,216.02,17.4553,1237.56,1428.27,40,49.7132,58.1996,184.93,7.4287,2489.4,2454.09,54.3531,1453.58,2674.33
Gaurela-Pendra-Marwahi,March 2025,31-03-2025,2024-25,210.31,62.0896,338.72,169.25,95.6485,176.95,13.83,47.8216,28.92,393.39,72.236,544.59,1,0,0,1,1,25,1,4.1667,24,25,1,3.8462,26,27,1,0,0,1,1,27,9,0,0,9,9,20,4,25,16,19,4,16,25,28,0,0,0,0,0,29,128.88,17.9,720,832.01,40,49.1152,55.3913,164.21,11.2017,1465.94,1502.06,52.0737,848.88,1630.15
Janjgir-Champa,March 2025,31-03-2025,2024-25,926.04,62.3344,1485.6,815.96,110.119,740.98,68.69,45.4479,151.14,1810.69,76.1524,2377.72,40,5,14.2857,35,36,88,10,12.8205,78,79,15,13.0435,115,117,2,0,0,2,2,130,60,1,1.6949,59,60,59,1,1.7241,58,58,2,1.6807,119,120,2,0,0,2,2,121,493.31,14.2679,3457.48,3908.65,40,48.3659,55.8049,376.14,5.2617,7148.59,7004.14,52.5041,3950.79,7524.73
Jashpur,March 2025,31-03-2025,2024-25,398.42,66.84,596.08,427.56,90.334,473.31,46.18,71.8308,64.29,872.16,76.9318,1133.68,12,1,9.0909,11,11,49,2,4.2553,47,48,3,4.7619,63,64,5,0,0,5,5,66,46,5,12.1951,41,46,43,0,0,43,43,5,5.814,86,91,2,0,0,2,2,91,293.16,14.563,2013.05,2272.08,40,46.2983,50.6756,599.93,13.7978,4348,4483.58,46.6096,2306.21,4947.93
Kabirdham,March 2025,31-03-2025,2024-25,1253.54,55.7124,2250.02,449.55,102.0012,440.73,152.96,77.159,198.24,1856.05,64.2456,2888.99,20,2,11.1111,18,18,50,-2,-3.8462,52,52,0,0,71,71,1,0,0,1,1,71,46,3,6.9767,43,46,36,-2,-5.2632,38,36,1,1.2048,83,84,2,0,0,2,2,84,370.95,16.8208,2205.3,2706.85,40,62.7677,76.9402,336.06,9.565,3513.43,3518.12,66.9244,2576.25,3849.49
Kanker,March 2025,31-03-2025,2024-25,914.87,56.4344,1621.12,379.67,86.7559,437.63,33.49,58.4366,57.31,1328.03,62.7596,2116.06,33,5,17.8571,28,28,42,-7,-14.2857,49,48,-2,-2.5641,78,77,1,0,0,1,1,76,63,2,3.2787,61,61,40,1,2.5641,39,40,3,2.9703,101,102,1,0,0,1,1,104,341.5,14.3329,2382.63,2701.87,40,54.5357,61.5421,290.94,6.6593,4368.94,4390.28,58.4592,2724.13,4659.88
Khairagarh-Chhuikhadan-Gandai,March 2025,31-03-2025,2024-25,683.12,51.5286,1325.71,73.59,93.9127,78.36,77.45,71.554,108.24,834.16,55.158,1512.31,10,2,25,8,10,14,-1,-6.6667,15,14,1,4,25,26,2,0,0,2,2,26,21,0,0,21,21,16,0,0,16,16,0,0,39,39,2,0,0,2,2,39,148.96,19.6385,758.51,965.25,40,43.8161,57.0624,74.16,4.2839,1731.12,1691.57,50.2675,907.47,1805.28
Kondagaon,March 2025,31-03-2025,2024-25,502.17,101.4567,494.96,199.32,79.1958,251.68,28.72,71.9799,39.9,730.21,92.8383,786.54,12,3,33.3333,9,10,36,0,0,36,39,3,6.383,47,51,2,0,0,2,2,50,28,1,3.7037,27,28,27,0,0,27,27,1,1.8182,55,56,1,0,0,1,1,56,190.7,13.3357,1430,1589.39,40,58.2779,64.1556,219.15,8.9312,2453.76,2477.4,60.6343,1620.7,2672.91
Korba,March 2025,31-03-2025,2024-25,430.73,59.5713,723.05,1812.89,93.0546,1948.2,93.08,53.8408,172.88,2336.7,82.1587,2844.13,26,4,18.1818,22,26,21,-2,-8.6957,23,22,-4,-2.2727,176,173,125,-6,-4.5802,131,125,172,44,0,0,44,44,28,0,0,28,28,1,0.7519,133,134,62,1,1.6393,61,62,134,1291.37,17.788,7259.79,8082.71,40,61.135,65.5373,518.86,4.3693,11875.01,12332.99,68.9951,8551.16,12393.87
Korea,March 2025,31-03-2025,2024-25,142.37,73.1491,194.63,183.69,142.6054,128.81,17.75,71.8042,24.72,343.81,98.7506,348.16,4,1,33.3333,3,4,40,1,2.5641,39,40,1,2.2727,44,45,1,-1,-50,2,1,45,16,2,14.2857,14,14,20,-2,-9.0909,22,20,0,0,37,35,1,0,0,1,1,37,-85.87,-4.59,1870.82,1799.82,40,81.6506,77.1872,183.31,8.0004,2291.25,2331.76,72.132,1784.95,2474.56
Mahasamund,March 2025,31-03-2025,2024-25,1917.41,76.4984,2506.47,543.26,115.4767,470.45,57.69,77.9279,74.03,2518.36,82.5435,3050.95,40,7,21.2121,33,39,67,2,3.0769,65,67,9,9.1837,98,106,0,0,0,0,0,107,59,7,13.4615,52,59,73,1,1.3889,72,70,8,6.4,125,130,1,0,0,1,1,133,538.7,14.0037,3846.83,4403.52,40,65.938,78.1413,229.18,3.9283,5834.01,5635.33,72.3304,4385.53,6063.19
Manendragarh-Chirmiri-Bharatpur,March 2025,31-03-2025,2024-25,201.85,86.9369,232.18,234.55,115.0488,203.87,14.82,62.2951,23.79,451.22,98.1254,459.84,10,2,25,8,10,25,-1,-3.8462,26,25,0,0,36,36,1,-1,-50,2,1,36,24,-2,-7.6923,26,26,29,1,3.5714,28,29,-1,-1.8182,55,56,1,0,0,1,1,54,87.86,7.5998,1156.08,1263.04,40,30.2417,33.4421,21.92,0.5734,3822.8,3776.8,32.3545,1243.94,3844.72
Mohla-Manpur-Ambagarh Chowki,March 2025,31-03-2025,2024-25,229.35,102.1922,224.43,45.65,135.3796,33.72,43.07,95.6686,45.02,318.07,104.9147,303.17,17,2,13.3333,15,15,1,0,0,1,1,2,11.7647,17,17,1,0,0,1,1,19,30,1,3.4483,29,30,1,0,0,1,1,1,3.2258,31,32,1,0,0,1,1,32,72.85,23.2325,313.57,411.19,40,26.0832,35.4105,84.56,7.0338,1202.19,1161.21,30.0307,386.42,1286.75
Mungeli,March 2025,31-03-2025,2024-25,610.2,53.4747,1141.1,240.91,104.3036,230.97,23.66,62.0183,38.15,874.77,62.0307,1410.22,10,1,11.1111,9,10,33,2,6.4516,31,32,3,7.1429,42,44,2,0,0,2,2,45,23,0,0,23,23,28,0,0,28,28,0,0,52,52,1,0,0,1,1,52,248.3,18.6831,1329.01,1573.68,40,50.352,62.7054,148.91,5.6417,2639.44,2509.64,56.5679,1577.31,2788.35
Narayanpur,March 2025,31-03-2025,2024-25,70.46,56.7128,124.24,40.72,76.5845,53.17,7.18,38.2322,18.78,118.36,60.3293,196.19,1,0,0,1,1,19,-1,-5,20,20,-1,-4.7619,21,21,0,0,0,0,0,20,7,0,0,7,7,14,1,7.6923,13,14,1,5,20,21,0,0,0,0,0,21,52.14,13.7544,379.08,427.64,40,46.9647,49.1879,168.92,20.9277,807.16,869.4,44.1788,431.22,976.08
Raigarh,March 2025,31-03-2025,2024-25,972.61,72.9459,1333.33,2502,101.3715,2468.15,78.9,59.1898,133.3,3553.51,90.3103,3934.78,31,0,0,31,31,37,-3,-7.5,40,39,-2,-1.2346,162,160,92,1,1.0989,91,90,160,65,0,0,65,65,28,1,3.7037,27,28,2,1.3605,147,149,56,1,1.8182,55,56,149,1327.41,16.5939,7999.4,9394.75,40,75.8397,86.3085,905.4,8.5838,10547.78,10885.08,81.4342,9326.81,11453.18
Raipur,March 2025,31-03-2025,2024-25,5461.58,141.1622,3869.01,26450.41,108.6039,24354.93,4713.9,141.7288,3326,36625.89,116.0886,31549.94,89,2,2.2989,87,90,65,1,1.5625,64,60,-20,-2.5189,794,794,620,-23,-3.577,643,644,774,106,2,1.9231,104,106,69,2,2.9851,67,67,17,3.1955,532,544,374,13,3.6011,361,371,549,15299.25,16.0977,95039.92,108094.03,40,107.7397,119.2929,12519.66,14.1926,88212.54,90612.26,109.5371,110339.17,100732.2
Rajnandgaon,March 2025,31-03-2025,2024-25,1716.77,62.5755,2743.52,1162.16,116.2195,999.97,213.95,67.7014,316.02,3092.88,76.1885,4059.51,22,0,0,22,24,17,1,6.25,16,17,1,0.7576,132,134,94,0,0,94,93,133,55,4,7.8431,51,54,24,2,9.0909,22,24,4,3.1496,127,130,52,-2,-3.7037,54,52,131,790.24,17.0127,4645.01,5387.73,40,54.8001,61.0425,487.13,5.747,8476.28,8826.2,60.6382,5435.25,8963.41
Sakti,March 2025,31-03-2025,2024-25,552.55,55.3569,998.16,421.73,99.4928,423.88,34.31,40.0865,85.59,1008.59,66.899,1507.63,22,2,10,20,19,26,4,18.1818,22,27,6,14.2857,42,46,0,0,0,0,0,48,33,1,3.125,32,33,22,1,4.7619,21,22,2,3.7736,53,55,0,0,0,0,0,55,201.2,14.7446,1364.57,1611.3,40,41.0676,53.0857,121.34,3.6518,3322.74,3035.28,45.4626,1565.77,3444.08
Sarangarh-Bilaigarh,March 2025,31-03-2025,2024-25,593.64,97.582,608.35,208.01,130.4383,159.47,16.22,82.9243,19.56,817.87,103.8723,787.38,16,1,6.6667,15,14,29,0,0,29,31,1,2.2222,45,46,1,0,0,1,1,46,32,1,3.2258,31,32,20,2,11.1111,18,19,3,6.1224,49,51,0,0,0,0,0,52,181.39,16.1928,1120.19,1334.78,40,44.9298,56.5693,132.18,5.3016,2493.2,2359.55,49.5768,1301.58,2625.38
Sukma,March 2025,31-03-2025,2024-25,86.32,65.2703,132.25,44.4,103.2558,43,6.49,75.9064,8.55,137.21,74.6518,183.8,6,-1,-14.2857,7,7,9,0,0,9,8,-1,-6.25,16,15,0,0,,0,0,15,27,0,0,27,27,7,1,16.6667,6,6,1,3.0303,33,33,0,0,0,0,0,34,76.2,15.8962,479.36,576.45,40,41.6346,48.0203,230.58,20.0269,1151.35,1200.43,40.2017,555.56,1381.93
Surajpur,March 2025,31-03-2025,2024-25,482.8,73.1194,660.29,412.4,110.7977,372.21,33.23,56.6099,58.7,928.43,85.0834,1091.2,20,4,25,16,20,37,-1,-2.6316,38,37,3,5.3571,56,59,2,0,0,2,2,59,61,2,3.3898,59,61,26,0,0,26,26,2,2.2727,88,90,3,0,0,3,3,90,273.27,15.4352,1770.43,2021.29,40,35.5827,38.8585,557.34,11.2016,4975.53,5201.67,36.9374,2043.7,5532.87
Surguja,March 2025,31-03-2025,2024-25,674.31,74.0853,910.18,1291.76,113.2358,1140.77,62.17,57.5116,108.1,2028.24,93.9413,2159.05,29,1,3.5714,28,28,3,1,50,2,3,1,0.9009,111,114,80,-1,-1.2346,81,83,112,57,0,0,57,57,3,0,0,3,3,0,0,104,103,44,0,0,44,43,104,464.84,11.6506,3989.83,4399.93,40,46.0077,49.1119,912.65,10.524,8672.09,8958.99,46.4767,4454.67,9584.74
Balod,June 2025,30-06-2025,2025-26,482.38,35.9684,1341.12,208.04,51.1557,406.68,10.06,14.7378,68.26,700.48,38.5714,1816.06,44,0,0,44,38,45,-1,-2.1739,46,46,-1,-1.0989,91,85,1,0,0,1,1,90,74,0,0,74,70,37,0,0,37,38,0,0,112,109,1,0,0,1,1,112,290.01,13.1148,2211.32,2239.31,40,37.086,40.3444,-83.92,-1.4074,5962.68,5550.49,42.5486,2501.33,5878.76
Baloda Bazar,June 2025,30-06-2025,2025-26,1014.53,34.1267,2972.83,357.8,35.833,998.52,25.45,20.6156,123.45,1397.78,34.1355,4094.8,24,0,0,24,26,72,-3,-4,75,69,-2,-2,100,97,2,1,100,1,2,98,49,0,0,49,49,64,0,0,64,64,0,0,113,113,0,0,0,0,0,113,403.81,10.292,3923.55,3898.44,40,57.3857,64.2989,-212.28,-3.1048,6837.16,6063,65.3198,4327.36,6624.88
Balrampur,June 2025,30-06-2025,2025-26,84.13,17.5853,478.41,124.85,37.7932,330.35,3.68,4.452,82.66,212.66,23.8563,891.42,24,-3,-11.1111,27,21,21,4,23.5294,17,18,2,4.5455,44,41,1,1,0,0,2,46,61,0,0,61,61,13,0,0,13,12,0,0,75,74,1,0,0,1,1,75,44.77,3.3595,1332.62,1181.55,40,38.7661,41.0198,-170.63,-4.9637,3437.59,2880.44,42.1612,1377.39,3266.96
Bastar,June 2025,30-06-2025,2025-26,281.81,26.0224,1082.95,409.26,33.0755,1237.35,12.46,20.3895,61.11,703.53,29.5426,2381.41,37,2,5.7143,35,33,2,-1,-33.3333,3,3,-2,-1.6393,122,73,81,-3,-3.5714,84,37,120,74,0,0,74,74,4,0,0,4,4,0,0,119,118,41,0,0,41,40,119,198.16,4.3398,4566.11,4165.4,40,60.6236,67.7192,-330.53,-4.3884,7531.9,6150.99,66.1578,4764.27,7201.37
Bemetara,June 2025,30-06-2025,2025-26,635.33,30.2158,2102.64,138.92,28.602,485.7,5.59,20.6578,27.06,779.84,29.8172,2615.4,29,0,0,29,24,32,5,18.5185,27,32,5,8.7719,57,57,1,0,0,1,1,62,60,0,0,60,55,27,1,3.8462,26,27,1,1.1494,87,83,1,0,0,1,1,88,264.51,11.3815,2324.04,2205.76,40,46.9931,52.6754,-309.92,-6.2667,4945.49,4187.46,55.841,2588.55,4635.57
Bijapur,June 2025,30-06-2025,2025-26,48.5,27.6621,175.33,18.14,20.4463,88.72,0.53,13.1841,4.02,67.17,25.0569,268.07,13,0,0,13,11,13,2,18.1818,11,11,2,8.3333,24,22,0,0,0,0,0,26,40,1,2.5641,39,38,9,0,0,9,8,1,2.0833,48,46,0,0,0,0,0,49,34.5,4.9296,699.86,653.66,40,52.6916,58.2761,-72.64,-5.469,1328.22,1121.66,58.4877,734.36,1255.58
Bilaspur,June 2025,30-06-2025,2025-26,851.4,31.9656,2663.49,3057.33,44.6853,6841.91,120.53,39.267,306.95,4029.26,41.0632,9812.35,30,1,3.4483,29,26,36,2,5.8824,34,34,7,2.2013,318,320,259,4,1.5686,255,260,325,72,3,4.3478,69,69,37,-1,-2.6316,38,39,3,1.1364,264,259,158,1,0.6369,157,151,267,602.6,3.0436,19798.88,17726.24,40,62.7816,60.3771,-1576.46,-4.9989,31536.11,29359.19,68.0965,20401.48,29959.65
Dantewada,June 2025,30-06-2025,2025-26,22.22,27.4898,80.83,53.3,28.7564,185.35,3.06,18.5792,16.47,78.58,27.8012,282.65,10,1,11.1111,9,8,43,2,4.878,41,43,3,6,50,51,0,0,0,0,0,53,22,0,0,22,22,22,0,0,22,22,0,0,44,44,0,0,0,0,0,44,61.04,1.6485,3702.66,2709.85,40,133.0528,108.8674,67.63,2.4302,2782.85,2489.13,132.0374,3763.7,2850.48
Dhamtari,June 2025,30-06-2025,2025-26,883.83,34.423,2567.56,391.34,52.586,744.19,26.36,42.5436,61.96,1301.53,38.5786,3373.71,26,0,0,26,26,14,-1,-6.6667,15,19,-2,-2.4691,81,88,39,-1,-2.5,40,43,79,55,0,0,55,54,21,0,0,21,21,1,0.8929,112,112,37,1,2.7778,36,37,113,381.91,10.0028,3818.03,3617.54,40,61.068,63.6331,-109.35,-1.749,6252.1,5685,68.3723,4199.94,6142.75
Durg,June 2025,30-06-2025,2025-26,1048.78,35.9152,2920.16,4213.14,80.5894,5227.91,111.95,7.7303,1448.19,5373.87,55.9996,9596.26,51,0,0,51,51,37,1,2.7778,36,33,-9,-1.978,455,457,358,-10,-2.7174,368,373,446,77,1,1.3158,76,76,40,0,0,40,40,1,0.33,303,304,187,0,0,187,188,304,348.24,1.5847,21975.78,20433.07,40,59.7815,59.7954,423.64,1.1524,36760.15,34171.64,60.037,22324.02,37183.79
Gariaband,June 2025,30-06-2025,2025-26,293.23,29.2671,1001.91,101.44,57.4438,176.59,3.97,5.944,66.79,398.64,32.0118,1245.29,26,0,0,26,26,28,0,0,28,24,0,0,55,51,1,0,0,1,1,55,39,1,2.6316,38,36,28,0,0,28,26,1,1.5152,66,62,0,0,0,0,0,67,143.45,9.8687,1453.58,1317.15,40,54.3531,57.4512,-125.39,-4.6887,2674.33,2292.64,62.6547,1597.03,2548.94
Gaurela-Pendra-Marwahi,June 2025,30-06-2025,2025-26,89.67,27.8098,322.44,96.57,36.2187,266.63,3.22,16.7012,19.28,189.46,31.1433,608.35,1,0,0,1,1,29,4,16,25,24,4,14.8148,27,26,1,0,0,1,1,31,9,0,0,9,9,21,1,5,20,18,1,3.4483,29,27,0,0,0,0,0,30,27.06,3.1877,848.88,758.67,40,52.0737,53.5228,-55.42,-3.3997,1630.15,1417.47,55.6248,875.94,1574.73
Janjgir-Champa,June 2025,30-06-2025,2025-26,353.52,27.0811,1305.41,412.03,32.4413,1270.08,15.19,19.6177,77.43,780.74,29.4295,2652.92,36,2,5.8824,34,34,81,-6,-6.8966,87,78,-4,-3.252,123,114,2,0,0,2,2,119,61,1,1.6667,60,59,58,-1,-1.6949,59,58,0,0,121,119,2,0,0,2,2,121,104.83,2.6534,3950.79,3607.76,40,52.5041,52.4524,-306.53,-4.0736,7524.73,6878.16,56.186,4055.62,7218.2
Jashpur,June 2025,30-06-2025,2025-26,148.24,23.806,622.7,235.3,34.1599,688.82,9.4,17.9561,52.35,392.94,28.8107,1363.87,13,1,8.3333,12,11,50,0,0,50,47,0,0,66,62,3,-1,-25,4,4,66,46,0,0,46,43,43,0,0,43,43,0,0,91,88,2,0,0,2,2,91,56.49,2.4495,2306.21,2083.18,40,46.6096,49.726,-171.33,-3.4627,4947.93,4189.32,49.4641,2362.7,4776.6
Kabirdham,June 2025,30-06-2025,2025-26,676.77,38.694,1749.03,195.75,27.891,701.84,82.32,47.755,172.38,954.84,36.3991,2623.25,20,0,0,20,18,51,1,2,50,53,1,1.4085,71,72,1,0,0,1,1,72,46,0,0,46,44,36,0,0,36,37,0,0,84,83,2,0,0,2,2,84,425.45,16.5143,2576.25,2626.59,40,66.9244,78.6216,-210.08,-5.4573,3849.49,3340.8,82.4777,3001.7,3639.41
Kanker,June 2025,30-06-2025,2025-26,320.3,24.1248,1327.68,223.24,37.3999,596.9,6.81,17.9921,37.85,550.35,28.0443,1962.43,33,0,0,33,27,43,1,2.381,42,49,1,1.3158,76,77,1,0,0,1,1,77,63,0,0,63,61,40,0,0,40,40,0,0,104,102,1,0,0,1,1,104,142,5.2127,2724.13,2551.12,40,58.4592,59.2123,-107,-2.2962,4659.88,4308.43,62.952,2866.13,4552.88
Khairagarh-Chhuikhadan-Gandai,June 2025,30-06-2025,2025-26,362.96,39.3069,923.4,32.1,26.3072,122.02,41.17,48.3216,85.2,436.23,38.5833,1130.62,10,0,0,10,10,15,1,7.1429,14,14,1,3.8462,26,26,2,0,0,2,2,27,21,0,0,21,21,16,0,0,16,16,0,0,39,39,2,0,0,2,2,39,230.24,25.3716,907.47,993.41,40,50.2675,60.6885,-65.29,-3.6166,1805.28,1636.9,65.386,1137.71,1739.99
Kondagaon,June 2025,30-06-2025,2025-26,189.37,25.6616,737.95,121.73,37.0214,328.81,8.38,26.1793,32.01,319.48,29.0761,1098.77,12,0,0,12,9,36,0,0,36,37,0,0,50,48,2,0,0,2,2,50,28,0,0,28,27,28,1,3.7037,27,27,1,1.7857,56,55,1,0,0,1,1,57,97.25,6.0005,1620.7,1529.63,40,60.6343,64.7013,-108.8,-4.0705,2672.91,2364.14,66.9999,1717.95,2564.11
Korba,June 2025,30-06-2025,2025-26,159.98,24.0539,665.09,976.01,32.0537,3044.92,34.28,32.533,105.37,1170.27,30.6724,3815.38,27,1,3.8462,26,23,21,2,10.5263,19,23,0,0,172,174,124,-3,-2.3622,127,128,172,44,0,0,44,44,28,0,0,28,28,-1,-0.7463,134,134,61,-1,-1.6129,62,62,133,252.92,2.9577,8551.16,7414.33,40,68.9951,61.6559,412.93,3.3317,12393.87,12025.34,68.7454,8804.08,12806.8
Korea,June 2025,30-06-2025,2025-26,44.73,21.6894,206.23,84.45,49.0589,172.14,3.74,4.8215,77.57,132.92,29.153,455.94,4,0,0,4,3,42,1,2.439,41,40,2,4.4444,45,45,1,1,0,0,2,47,17,1,6.25,16,16,20,0,0,20,21,1,2.7027,37,38,1,0,0,1,1,38,-36.86,-2.065,1784.95,1859.14,40,72.132,81.0715,-30.86,-1.2471,2474.56,2293.21,71.5346,1748.09,2443.7
Mahasamund,June 2025,30-06-2025,2025-26,776.91,29.5247,2631.39,282.42,44.1068,640.31,18.46,19.4767,94.78,1077.79,32.0153,3366.48,40,2,5.2632,38,35,67,-2,-2.8986,69,68,0,0,107,103,0,0,0,0,0,107,59,0,0,59,53,73,0,0,73,71,0,0,133,125,1,0,0,1,1,133,379.68,8.6576,4385.53,4174.29,40,72.3304,77.7774,-287.74,-4.7457,6063.19,5366.97,82.508,4765.21,5775.45
Manendragarh-Chirmiri-Bharatpur,June 2025,30-06-2025,2025-26,68.01,25.9165,262.42,121.55,32.4514,374.56,4.04,13.8404,29.19,193.6,29.0617,666.17,10,2,25,8,8,26,-2,-7.1429,28,26,1,2.7778,36,36,1,1,0,0,2,37,24,0,0,24,24,31,2,6.8966,29,29,2,3.7037,54,54,1,0,0,1,1,56,27.54,2.2139,1243.94,1163.18,40,32.3545,32.1864,10.04,0.2611,3844.72,3613.89,32.9847,1271.48,3854.76
Mohla-Manpur-Ambagarh Chowki,June 2025,30-06-2025,2025-26,98.78,36.6408,269.59,15.46,39.5093,39.13,23.85,38.014,62.74,138.09,37.1749,371.46,17,0,0,17,15,1,0,0,1,1,0,0,19,17,1,0,0,1,1,19,30,0,0,30,29,1,0,0,1,1,0,0,32,31,1,0,0,1,1,32,73.94,19.1346,386.42,394.79,40,30.0307,35.5465,-90.48,-7.0317,1286.75,1110.63,38.483,460.36,1196.27
Mungeli,June 2025,30-06-2025,2025-26,249.55,29.8408,836.27,131.61,33.6023,391.67,4.99,18.4746,27.01,386.15,30.7702,1254.95,10,-1,-9.0909,11,10,34,1,3.0303,33,32,1,2.2222,45,44,2,1,100,1,2,46,23,0,0,23,23,28,0,0,28,28,0,0,52,52,1,0,0,1,1,52,149.42,9.4731,1577.31,1451.69,40,56.5679,61.1995,-199.7,-7.1619,2788.35,2372.06,66.7039,1726.73,2588.65
Narayanpur,June 2025,30-06-2025,2025-26,28.09,28.217,99.55,24.04,35.1616,68.37,1.27,15.3197,8.29,53.4,30.3048,176.21,1,1,0,0,1,22,2,10,20,20,3,15,20,21,0,0,0,0,0,23,8,1,14.2857,7,7,14,0,0,14,13,1,4.7619,21,20,0,0,0,0,0,22,18.37,4.26,431.22,409.64,40,44.1788,50.5747,1.92,0.1967,976.08,809.97,45.9703,449.59,978
Raigarh,June 2025,30-06-2025,2025-26,365.22,25.2018,1449.18,1592.52,44.2947,3595.28,21.27,23.4432,90.73,1979.01,38.5382,5135.19,32,0,0,32,30,35,-1,-2.7778,36,39,-5,-3.125,160,159,88,-4,-4.3478,92,90,155,65,0,0,65,65,28,0,0,28,27,0,0,149,147,56,0,0,56,55,149,416.65,4.4672,9326.81,8587.91,40,81.4342,82.3573,-60.46,-0.5279,11453.18,10427.62,85.5236,9743.46,11392.72
Raipur,June 2025,30-06-2025,2025-26,2554.79,33.8403,7549.55,15585.18,61.6353,25286.14,1382.8,34.0563,4060.34,19522.77,52.9129,36896.03,89,1,1.1364,88,87,63,-2,-3.0769,65,62,-17,-2.1964,774,784,605,-16,-2.5765,621,635,757,106,0,0,106,105,69,0,0,69,66,1,0.1821,549,538,375,1,0.2674,374,367,550,2222.36,2.0141,110339.17,100128.95,40,109.5371,117.7021,-3594.97,-3.5688,100732.2,85069.8,115.8789,112561.53,97137.23
