district,period,branch_network__branch_rural,branch_network__branch_semi_urban,branch_network__branch_urban,branch_network__total_branch,credit_deposit_ratio__advances_rural,credit_deposit_ratio__advances_semi_urban,credit_deposit_ratio__advances_urban,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__deposits_rural,credit_deposit_ratio__deposits_semi_urban,credit_deposit_ratio__deposits_urban,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_branch,credit_deposit_ratio__total_deposit,non_priority_sector__agricuture,non_priority_sector__col_10,non_priority_sector__col_11,non_priority_sector__col_12,non_priority_sector__col_13,non_priority_sector__col_14,non_priority_sector__col_15,non_priority_sector__col_16,non_priority_sector__col_17,non_priority_sector__col_18,non_priority_sector__col_19,non_priority_sector__col_2,non_priority_sector__col_3,non_priority_sector__col_4,non_priority_sector__col_5,non_priority_sector__col_6,non_priority_sector__col_7,non_priority_sector__col_8,non_priority_sector__col_9,non_priority_sector__education,non_priority_sector__housing,non_priority_sector__others,non_priority_sector__personal_loan_under_nps,non_priority_sector__total_non_priority,priority_sector__agri_infra,priority_sector__agri_term,priority_sector__ancillary_activities,priority_sector__col_10,priority_sector__col_11,priority_sector__col_12,priority_sector__col_13,priority_sector__col_14,priority_sector__col_15,priority_sector__col_16,priority_sector__col_17,priority_sector__col_18,priority_sector__col_19,priority_sector__col_2,priority_sector__col_21,priority_sector__col_22,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,priority_sector__col_7,priority_sector__col_8,priority_sector__col_9,priority_sector__crop,priority_sector__education,priority_sector__export_credit,priority_sector__housing,priority_sector__msme,priority_sector__others,priority_sector__renewable_energy,priority_sector__social_infrastructure,priority_sector__sub_total,priority_sector__total_agriculture,priority_sector__total_priority_secotr
Khammam,December 2017,86,52,73,211,,,,128.98,,,,7541.91,,5847.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,December 2017,18,28,1,47,,,,142.93,,,,1302.9,,911.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,December 2017,57,39,43,139,,,,162.7,,,,4306.94,,2647.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,December 2017,48,52,11,111,,,,81.64,,,,4066.25,,4980.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,December 2017,46,40,2,88,,,,301.36,,,,3631.89,,1205.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,December 2017,62,70,350,482,,,,61.61,,,,25131.25,,40793.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,December 2017,43,25,0,68,,,,149.1,,,,1740.32,,1167.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,December 2017,104,62,77,243,,,,131.36,,,,9463.2,,7204.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,December 2017,49,33,5,87,,,,118.33,,,,2874.42,,2429.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,December 2017,135,46,67,248,,,,118.96,,,,7111.66,,5977.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,December 2017,31,22,14,67,,,,56.56,,,,1638.74,,2897.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,December 2017,29,21,2,52,,,,73.41,,,,1094.38,,1490.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,December 2017,145,80,419,644,,,,80.16,,,,48996.45,,61124.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,December 2017,86,90,31,207,,,,82.8,,,,6692.16,,8082.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,December 2017,66,57,8,131,,,,100.98,,,,5360.78,,5308.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,December 2017,47,44,24,115,,,,161.97,,,,2979.19,,1839.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,December 2017,55,35,2,92,,,,99.36,,,,3587.88,,3611.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,December 2017,30,35,0,65,,,,114.36,,,,2301.19,,2012.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,December 2017,24,11,149,184,,,,95.72,,,,9019.72,,9422.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,December 2017,67,47,3,117,,,,109.33,,,,2851.91,,2608.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilabad,March 2018,35,19,31,85,,,,149.38,,,,2933.51,,1963.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhadradri Kothagudem,March 2018,51,78,0,129,,,,53.89,,,,3469.57,,6437.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,March 2018,33,8,973,1014,,,,155.55,,,,317546.43,,204140.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,March 2018,73,39,18,130,,,,62.52,,,,3180.17,,5086.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,March 2018,25,15,35,75,,,,125.61,,,,2852.29,,2270.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,March 2018,37,11,5,53,,,,143.76,,,,1302.06,,905.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,March 2018,19,21,6,46,,,,147.96,,,,1135.17,,767.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,March 2018,69,33,38,140,,,,113.54,,,,3312.03,,2917.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,March 2018,66,52,88,206,,,,79.17,,,,6620.43,,8362.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,March 2018,67,56,85,208,,,,140.34,,,,8029.55,,5721.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,March 2018,19,28,1,48,,,,170.9,,,,1395.34,,816.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,March 2018,57,40,44,141,,,,167.11,,,,4554.47,,2725.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,March 2018,48,53,11,112,,,,55.75,,,,2816.73,,5052.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,March 2018,50,35,1,86,,,,292.03,,,,3285.5,,1125.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,March 2018,70,76,348,494,,,,52.77,,,,22822.34,,43245.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,March 2018,44,25,0,69,,,,161.92,,,,1846.03,,1140.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,March 2018,112,63,69,244,,,,123.33,,,,8925.98,,7237.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,March 2018,50,34,5,89,,,,105.19,,,,2562.97,,2436.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,March 2018,140,46,62,248,,,,110.75,,,,6555.19,,5918.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,March 2018,33,23,14,70,,,,59.12,,,,1659.96,,2807.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,March 2018,29,21,2,52,,,,84.87,,,,1215.69,,1432.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,March 2018,185,89,375,649,,,,57.94,,,,36500.91,,62998.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,March 2018,87,95,26,208,,,,89.19,,,,7112.51,,7974.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,March 2018,65,57,7,129,,,,84.76,,,,4385.61,,5174.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,March 2018,46,43,23,112,,,,178.47,,,,3210,,1798.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,March 2018,53,34,2,89,,,,100.4,,,,3398.88,,3385.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,March 2018,30,34,0,64,,,,107.98,,,,2115.77,,1959.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,March 2018,31,15,133,179,,,,78.4,,,,7664.05,,9775.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,March 2018,69,48,4,121,,,,129.65,,,,3201.25,,2469.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilabad,June 2018,38,19,32,89,,,,150.16,,,,2806.7,,1869.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhadradri Kothagudem,June 2018,53,78,1,132,,,,51.3,,,,3527.5,,6875.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,June 2018,7,8,998,1013,,,,154.16,,,,318835.46,,206818.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,June 2018,74,38,20,132,,,,63.15,,,,3446.18,,5457.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,June 2018,42,32,1,75,,,,122.94,,,,2907.16,,2364.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,June 2018,41,12,1,54,,,,120.56,,,,1184.84,,982.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,June 2018,22,23,0,45,,,,144.76,,,,1117,,771.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,June 2018,85,51,3,139,,,,110.88,,,,3372.11,,3041.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,June 2018,78,44,91,213,,,,77.76,,,,6587.14,,8471.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,June 2018,88,50,73,211,,,,132.05,,,,8159,,6178.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,June 2018,19,29,0,48,,,,157.5,,,,1272.79,,808.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,June 2018,57,40,44,141,,,,160.72,,,,4432.61,,2757.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,June 2018,45,52,11,108,,,,59.37,,,,2677.45,,4509.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,June 2018,50,36,3,89,,,,327.04,,,,3711.45,,1134.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,June 2018,59,67,390,516,,,,54.16,,,,24307.8,,44877.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,June 2018,44,25,0,69,,,,167.12,,,,1856.73,,1111.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,June 2018,109,59,75,243,,,,127.55,,,,9130.28,,7158.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,June 2018,49,35,6,90,,,,102.01,,,,2468.94,,2420.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,June 2018,150,42,64,256,,,,111.5,,,,6729.66,,6035.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,June 2018,33,24,15,72,,,,49.16,,,,1459.05,,2968.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,June 2018,29,23,2,54,,,,67.07,,,,1043.57,,1556.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,June 2018,135,67,440,642,,,,52.17,,,,33516.29,,64245.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,June 2018,88,97,24,209,,,,190.49,,,,14481.72,,7602.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,June 2018,65,58,7,130,,,,85.06,,,,4389.44,,5160.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,June 2018,47,46,25,118,,,,179.51,,,,3295.76,,1836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,June 2018,54,36,2,92,,,,129.94,,,,2257.36,,1737.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,June 2018,28,34,0,62,,,,106.83,,,,2053.55,,1922.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,June 2018,29,11,148,188,,,,81.59,,,,7688.17,,9423.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,June 2018,69,47,4,120,,,,128.62,,,,3316.04,,2578.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilabad,September 2018,38,17,32,87,,,,167.11,,,,3231.3,,1933.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhadradri Kothagudem,September 2018,60,79,1,140,,,,55.93,,,,3918.18,,7005.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,September 2018,7,8,991,1006,,,,158.46,,,,334984.61,,211402.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,September 2018,74,38,20,132,,,,67.73,,,,3675.77,,5427.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,September 2018,42,32,1,75,,,,123.75,,,,2970.86,,2400.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,September 2018,41,12,1,54,,,,129.19,,,,1314.14,,1017.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,September 2018,23,24,0,47,,,,145.13,,,,1226.58,,845.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,September 2018,85,52,3,140,,,,117.71,,,,3627.36,,3081.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,September 2018,76,42,89,207,,,,77.03,,,,7134.94,,9262.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,September 2018,88,48,73,209,,,,135.84,,,,8651.37,,6368.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,September 2018,19,30,0,49,,,,150.4,,,,1404.68,,933.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,September 2018,57,36,45,138,,,,161.72,,,,4754.81,,2940.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,September 2018,45,53,10,108,,,,65.65,,,,3053.06,,4650.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,September 2018,50,34,2,86,,,,267.68,,,,3772.53,,1409.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,September 2018,60,68,389,517,,,,55.91,,,,26604.22,,47581.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,September 2018,44,27,0,71,,,,168.11,,,,2052.72,,1221.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,September 2018,109,56,75,240,,,,128.62,,,,9477.82,,7368.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,September 2018,49,36,6,91,,,,113.78,,,,2778.15,,2441.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,September 2018,150,41,64,255,,,,115.53,,,,7147.04,,6186.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,September 2018,33,25,15,73,,,,51.94,,,,1588.49,,3058.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,September 2018,31,23,2,56,,,,74.51,,,,1179.25,,1582.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,September 2018,135,67,455,657,,,,55.54,,,,37848.81,,68148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,September 2018,88,99,25,212,,,,98.62,,,,7645.62,,7752.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,September 2018,65,60,7,132,,,,82.87,,,,4728.64,,5706.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,September 2018,47,47,25,119,,,,188.12,,,,3672.75,,1952.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,September 2018,54,37,2,93,,,,136.1,,,,2493.04,,1831.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,September 2018,28,34,0,62,,,,113.37,,,,2259.1,,1992.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,September 2018,27,8,150,185,,,,107.95,,,,8947.93,,8289.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,September 2018,69,49,4,122,,,,132.47,,,,3651.18,,2756.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilabad,December 2018,38,17,32,87,,,,157.56,,,,2962.76,,1880.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhadradri Kothagudem,December 2018,60,81,1,142,,,,100.11,,,,8109.37,,8100.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,December 2018,7,8,1026,1041,,,,156.78,,,,321746.61,,205218.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,December 2018,74,38,22,134,,,,64.14,,,,3905.2,,6088.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,December 2018,42,33,1,76,,,,121.75,,,,3168.46,,2602.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,December 2018,41,13,1,55,,,,134.58,,,,1358.11,,1009.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,December 2018,24,25,0,49,,,,165.7,,,,1465.63,,884.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,December 2018,87,52,3,142,,,,111.16,,,,3640.69,,3275.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,December 2018,80,45,89,214,,,,79.1,,,,8055.07,,10184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,December 2018,90,51,74,215,,,,130.75,,,,8805.86,,6734.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,December 2018,19,30,0,49,,,,151.17,,,,1437.62,,951.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,December 2018,58,36,46,140,,,,161.14,,,,4748.3,,2946.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,December 2018,45,53,10,108,,,,64.14,,,,3144.17,,4901.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,December 2018,50,36,60,146,,,,329.11,,,,4479.81,,1361.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,December 2018,60,68,336,464,,,,64.46,,,,30475.36,,47276.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,December 2018,44,27,0,71,,,,167.75,,,,2156.82,,1285.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,December 2018,109,56,76,241,,,,127.81,,,,9888.5,,7736.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,December 2018,49,36,6,91,,,,112.7,,,,2960.6,,2626.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,December 2018,150,43,66,259,,,,111.61,,,,7277.07,,6520.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,December 2018,33,25,15,73,,,,49.25,,,,1602.51,,3253.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,December 2018,31,23,2,56,,,,74.07,,,,1204.97,,1626.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,December 2018,136,69,469,674,,,,66.38,,,,45515.72,,68566.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,December 2018,88,101,25,214,,,,100.82,,,,8057.45,,7992.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,December 2018,66,60,7,133,,,,86.16,,,,4955.64,,5751.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
