district,period,acp_achievement__col_1,acp_achievement__col_10,acp_achievement__col_11,acp_achievement__col_12,acp_achievement__col_2,acp_achievement__col_3,acp_achievement__col_4,acp_achievement__col_5,acp_achievement__col_6,acp_achievement__col_7,acp_achievement__col_8,acp_achievement__col_9,animal_husbandry__achievement_no,animal_husbandry__amount_crore,animal_husbandry__target_no,atm_network__no_of_atm,bank_mitra__no_of_bank_mitra,cgtmse__amount_crore,cgtmse__no_of_accounts,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_deposit,fisheries__achievement_no,fisheries__amount_crore,fisheries__target_no,jansuraksha__col_1,jansuraksha__col_2,jansuraksha__col_3,jansuraksha__col_4,jansuraksha__col_5,jansuraksha__col_6,jansuraksha__col_7,jansuraksha__col_8,jansuraksha__col_9,kcc__achievement_amt,kcc__achievement_no,kcc__achievement_pct_amt,kcc__achievement_pct_no,kcc__target_amt,kcc__target_no,mudra__kishore_amt,mudra__kishore_no,mudra__shishu_amt,mudra__shishu_no,mudra__tarun_amt,mudra__tarun_no,mudra__total_amt,mudra__total_no,pmegp__disbursed_projects,pmegp__sanctioned_amt,pmegp__sanctioned_projects,pmegp__sponsored_projects,pmegp__target_employment,pmegp__target_margin_money,pmegp__target_projects,pmjdy__active_no,pmjdy__active_pct,pmjdy__balance_amt_crore,pmjdy__female_no,pmjdy__male_no,pmjdy__rupay_active_no,pmjdy__rupay_active_pct,pmjdy__rupay_issued_no,pmjdy__rural_no,pmjdy__total_pmjdy_no,pmjdy__urban_no,pmjdy__zero_balance_no,priority_sector__col_1,priority_sector__col_2,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,shg__achievement_amt,shg__achievement_no,shg__achievement_pct_amt,shg__achievement_pct_no,shg__target_amt,shg__target_no,social_security_apy__subscribers_fy15,social_security_apy__subscribers_fy16,social_security_apy__subscribers_fy17,social_security_apy__subscribers_fy18,social_security_apy__subscribers_fy19,social_security_apy__subscribers_fy20,social_security_pmjjby__claims_amount_crore,social_security_pmjjby__claims_paid_no,social_security_pmjjby__claims_pending_no,social_security_pmjjby__claims_rejected_no,social_security_pmjjby__claims_total_no,social_security_pmjjby__claims_under_process_no,social_security_pmsby__claims_amount_crore,social_security_pmsby__claims_paid_no,social_security_pmsby__claims_pending_no,social_security_pmsby__claims_rejected_no,social_security_pmsby__claims_total_no,social_security_pmsby__claims_under_process_no,stand_up_india__sc_st_amount,stand_up_india__sc_st_loans,stand_up_india__total_amount,stand_up_india__total_loans,stand_up_india__women_amount,stand_up_india__women_loans
Lucknow,March 2019,611434.82,,,,934236.3,152.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.51,46861.7,45636.04,1225.66,,,,,,,,,,,,154575.0,,953535.0,1044465.0,1131455.0,,,82.0,346309.0,543.75,785146.0,856507.0,,,,,,,,,,,,,15673.0,10631.0,29871.0,32789.0,88964.0,,1564.0,782.0,5.0,23.0,827.0,17.0,388.0,194.0,3.0,14.0,262.0,51.0,,,,,,
Mahoba,March 2019,81348.6,,,,48892.85,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,33493.88,31463.88,2030.0,13.64,14.63,9.32,115.0,,,,,,,,16304.0,,228397.0,257947.0,287060.0,,,82.65,192797.0,116.8,94263.0,213184.0,,,,,,,,882.01,,,39.12,114.0,1433.0,1729.0,5895.0,5851.0,14908.0,,152.0,76.0,0.0,45.0,130.0,9.0,36.0,18.0,0.0,11.0,51.0,22.0,,,,,,
Mainpuri,March 2019,156371.0,,,,105264.0,67.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65163.0,1031.0,9.31,55433.56,53821.56,1612.0,46.75,51.4,36.64,433.0,,,,,,,,133880.0,,601560.0,623872.0,714068.0,,,81.84,315750.0,150.06,398318.0,510586.0,,,,,,,,319.42,,,58.44,161.0,1617.0,2573.0,4293.0,3627.0,12110.0,,356.0,178.0,2.0,0.0,205.0,25.0,142.0,71.0,1.0,6.0,84.0,6.0,,,,,,
Mathura,March 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.56,148823.44,139861.53,8961.91,115.94,125.22,128.3,1538.0,,,,,,,,88071.0,,526226.0,552907.0,615578.0,,,83.67,300029.0,177.38,315549.0,462597.0,,,,,,,,618.36,,,126.82,133.0,2566.0,3035.0,6936.0,6724.0,19261.0,,586.0,293.0,0.0,2.0,307.0,12.0,162.0,81.0,3.0,11.0,110.0,15.0,,,,,,
Mau,March 2019,165030.0,,,,165204.33,100.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.53,52037.82,51411.85,625.97,81.63,84.79,45.07,540.0,,,,,,,,162394.0,,540297.0,778366.0,900205.0,,,89.72,641192.0,265.48,259013.0,698339.0,,,,,,,,,,,,,1272.0,3707.0,6068.0,6930.0,17977.0,,194.0,97.0,1.0,1.0,102.0,3.0,32.0,16.0,0.0,2.0,22.0,4.0,,,,,,
Meerut,March 2019,841175.15,,,,795289.0,94.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.24,257886.72,226866.72,31020.0,155.63,175.94,220.26,2686.0,,,,,,,,109656.0,,735716.0,779224.0,861762.0,,,81.8,384579.0,300.19,477183.0,637397.0,,,,,,,,493.54,,,88.56,166.0,5451.0,3196.0,13787.0,14518.0,36952.0,,1200.0,600.0,4.0,19.0,643.0,20.0,274.0,137.0,1.0,18.0,180.0,24.0,,,,,,
Mirzapur,March 2019,171497.0,,,,161431.0,94.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93,66.0,1246.34,329.0,67.85,70.77,50.5,621.0,,,,,,,,53784.0,,531144.0,761692.0,849005.0,,,81.98,648135.0,272.23,200870.0,624416.0,,,,,,,,,,,,,2964.0,2794.0,11428.0,8988.0,26174.0,,386.0,193.0,0.0,19.0,231.0,19.0,114.0,57.0,0.0,2.0,85.0,26.0,,,,,,
Moradabad,March 2019,444411.46,,,,121228.0,27.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,54035.0,3249.0,2910.0,46020.0,8015.0,39.09,122524.74,118684.74,3840.0,170.35,185.8,171.45,2076.0,,,,,,,,109077.0,,579426.0,604009.0,656190.0,,,87.83,197590.0,151.98,458600.0,530474.0,,,,,,,,268.24,,,33.49,42.0,4888.0,12263.0,18442.0,21764.0,57357.0,,1244.0,622.0,6.0,13.0,672.0,31.0,126.0,63.0,0.0,1.0,71.0,7.0,,,,,,
Muzaffarnagar,March 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.99,191374.79,164204.79,27170.0,105.5,116.33,92.55,1126.0,,,,,,,,77400.0,,685370.0,723987.0,788914.0,,,79.58,423696.0,250.61,365218.0,576182.0,,,,,,,,661.41,,,291.89,490.0,7122.0,5501.0,11576.0,13869.0,38068.0,,752.0,376.0,6.0,11.0,414.0,21.0,178.0,89.0,0.0,7.0,113.0,17.0,,,,,,
Pilibhit,March 2019,375654.3,,,,175569.49,46.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,51.0,8.63,53.0,43.5,46.55,35.69,446.0,,,,,,,,71430.0,,617833.0,640448.0,675194.0,,,87.97,419153.0,172.73,256041.0,563409.0,,,,,,,,,,,,,,,,,,,382.0,191.0,0.0,5.0,212.0,16.0,88.0,44.0,0.0,2.0,54.0,8.0,,,,,,
Pratapgarh,March 2019,179793.0,,,,126462.64,70.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.0,44417.0,6272.0,5617.0,42146.0,2271.0,12.95,73222.99,71710.41,1512.58,82.77,86.95,55.16,697.0,,,,,,,,92594.0,,703421.0,886972.0,977500.0,,,87.65,847704.0,428.84,129796.0,777456.0,,,,,,,,375.42,,,104.84,253.0,2559.0,6338.0,13070.0,14850.0,36817.0,,478.0,239.0,0.0,5.0,269.0,25.0,60.0,30.0,0.0,1.0,33.0,2.0,,,,,,
Rae Bareli,March 2019,196947.54,,,,194889.93,98.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,85366.76,81920.89,3445.87,105.02,109.66,77.21,931.0,,,,,,,,52927.0,,649297.0,681774.0,717415.0,,,91.74,530438.0,364.2,186977.0,625438.0,,,,,,,,,,,,,5291.0,10769.0,22947.0,29127.0,68134.0,,658.0,329.0,1.0,10.0,362.0,22.0,132.0,66.0,2.0,3.0,78.0,7.0,,,,,,
Rampur,March 2019,452237.67,,,,425024.79,93.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42,153248.16,130760.66,22487.5,113.98,116.16,59.67,718.0,,,,,,,,53858.0,,397151.0,412428.0,436177.0,,,85.76,179639.0,133.69,256538.0,353692.0,,,,,,,,182.34,,,19.12,72.0,2310.0,4321.0,9535.0,11450.0,27616.0,,614.0,307.0,1.0,5.0,344.0,31.0,88.0,44.0,0.0,0.0,49.0,5.0,,,,,,
Saharanpur,March 2019,731300.72,,,,787691.41,107.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.11,253304.56,209686.62,43617.94,160.0,172.22,117.33,1420.0,,,,,,,,174155.0,,897791.0,1003813.0,1088551.0,,,81.91,553556.0,273.27,534995.0,822268.0,,,,,,,,,,,,,5030.0,4579.0,9758.0,14935.0,34302.0,,772.0,386.0,2.0,14.0,423.0,21.0,136.0,68.0,2.0,6.0,88.0,12.0,,,,,,
Sambhal,March 2019,282763.32,,,,246095.89,87.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,103878.45,100940.45,2938.0,63.7,65.9,39.83,477.0,,,,,,,,109675.0,,357432.0,389876.0,431934.0,,,76.89,247408.0,66.68,184526.0,299772.0,,,,,,,,8.1,,,0.0,0.0,87.0,76.0,144.0,175.0,482.0,,394.0,197.0,3.0,13.0,219.0,6.0,16.0,8.0,0.0,2.0,11.0,1.0,,,,,,
Sant Kabeer Nagar,March 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,25.0,457.35,82.0,38.11,40.29,37.79,435.0,,,,,,,,65856.0,,325511.0,375999.0,424832.0,,,80.49,326488.0,117.69,98344.0,302656.0,,,,,,,,,,,,,1111.0,2931.0,8619.0,4880.0,17541.0,,86.0,43.0,0.0,0.0,44.0,1.0,8.0,4.0,0.0,0.0,5.0,1.0,,,,,,
Shahjahanpur,March 2019,405939.61,,,,257716.93,63.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0,63451.0,5261.0,4712.0,55021.0,8430.0,13.64,163450.48,155937.01,7513.47,59.75,63.99,66.43,792.0,,,,,,,,114050.0,,1035826.0,1046064.0,1106230.0,,,84.38,641224.0,278.68,465006.0,882617.0,,,,,,,,433.13,,,57.05,143.0,2179.0,9086.0,14155.0,17937.0,43357.0,,532.0,266.0,2.0,7.0,314.0,39.0,106.0,53.0,0.0,1.0,60.0,6.0,,,,,,
Shamli,March 2019,232620.0,,,,200686.18,86.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968.0,63.01,68.54,22159.0,49.8,55.27,12.59,152.0,,,,,,,,10202.0,,124004.0,131320.0,139629.0,,,70.58,115445.0,45.1,24184.0,92682.0,,,,,,,,2.7,,,3.41,7.0,38.0,61.0,21.0,41.0,161.0,,254.0,127.0,1.0,9.0,144.0,7.0,50.0,25.0,1.0,3.0,37.0,8.0,,,,,,
Shravasti,March 2019,63500.0,,,,42720.0,67.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,36140.82,36040.82,100.0,12.13,13.29,7.98,99.0,,,,,,,,7518.0,,159349.0,196905.0,221994.0,,,82.31,169317.0,101.44,52677.0,162075.0,,,,,,,,,,,,,866.0,803.0,2960.0,2939.0,7568.0,,94.0,47.0,0.0,6.0,59.0,6.0,16.0,8.0,0.0,0.0,10.0,2.0,,,,,,
Siddharth Nagar,March 2019,271962.94,,,,257294.0,94.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,72819.07,72719.07,100.0,36.09,38.48,44.63,518.0,,,,,,,,91801.0,,443087.0,513987.0,572546.0,,,81.88,544741.0,165.44,27805.0,420874.0,,,,,,,,293.81,,,5.26,46.0,,,,,,,72.0,36.0,0.0,1.0,39.0,2.0,18.0,9.0,0.0,0.0,9.0,0.0,,,,,,
Sitapur,March 2019,337271.05,,,,286077.0,84.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,180086.86,179836.86,250.0,62.08,65.51,55.37,668.0,,,,,,,,235858.0,,846686.0,1557731.0,1771062.0,,,71.78,1330084.0,429.75,440978.0,1118101.0,,,,,,,,,,,,,4491.0,2026.0,14049.0,10349.0,30915.0,,760.0,380.0,2.0,48.0,461.0,31.0,110.0,55.0,0.0,5.0,85.0,25.0,,,,,,
Sonbhadra,March 2019,95589.17,,,,67162.64,70.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,35409.75,32879.75,2530.0,47.25,51.6,45.73,563.0,,,,,,,,42721.0,,320268.0,424794.0,480499.0,,,88.17,352371.0,156.45,128128.0,374548.0,,,,,,,,840.08,,,182.57,502.0,1915.0,1622.0,6105.0,4663.0,14305.0,,200.0,100.0,0.0,14.0,126.0,12.0,64.0,32.0,2.0,0.0,45.0,11.0,,,,,,
Sultanpur,March 2019,136157.19,,,,97872.0,71.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.97,23309.01,23209.01,100.0,87.62,96.13,77.05,898.0,,,,,,,,71918.0,,956079.0,971228.0,1042899.0,,,89.8,918926.0,538.66,123973.0,872123.0,,,,,,,,,,,,,3892.0,9718.0,17399.0,23187.0,54196.0,,506.0,253.0,0.0,4.0,284.0,27.0,62.0,31.0,0.0,0.0,33.0,2.0,,,,,,
Unnao,March 2019,176644.05,,,,132822.0,75.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0,114773.0,6258.0,5605.0,66512.0,46261.0,11.73,63889.52,60788.94,3100.58,99.31,108.53,58.88,706.0,,,,,,,,70200.0,,572302.0,610145.0,665770.0,,,78.12,474131.0,266.77,191639.0,476660.0,,,,,,,,324.35,,,89.0,145.0,5876.0,4920.0,10237.0,11550.0,32583.0,,586.0,293.0,2.0,0.0,319.0,24.0,68.0,34.0,0.0,10.0,55.0,11.0,,,,,,
Varanasi,March 2019,312274.0,,,,428531.37,137.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.34,31778.14,31678.14,100.0,289.86,299.62,305.93,3713.0,,,,,,,,124818.0,,897028.0,994118.0,1113786.0,,,85.34,601800.0,518.76,511986.0,848397.0,,,,,,,,833.33,,,231.79,444.0,9716.0,12558.0,18238.0,16898.0,57410.0,,,,,,,,142.0,71.0,0.0,3.0,83.0,9.0,,,,,,
Amroha,March 2019,274544.0,,,,231714.0,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,79538.0,2494.0,2234.0,61317.0,18221.0,7.58,108361.11,101471.11,6890.0,109.42,117.42,95.8,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935.0,6285.0,9289.0,11532.0,30041.0,,,,,,,,,,,,,,,,,,,
Bhadohi,March 2019,141006.0,,,,145816.0,103.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94,33.0,570.95,186.0,64.29,68.95,46.16,553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,164.5,,,40.89,43.0,1456.0,4347.0,4143.0,4428.0,14374.0,,,,,,,,,,,,,,,,,,,
Hathras,March 2019,357306.0,,,,260835.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.78,56.0,419.16,82.0,63.6,67.96,42.04,511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.0,1598.0,3703.0,3328.0,10111.0,,,,,,,,,,,,,,,,,,,
Kasganj,March 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,14.0,2.81,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,95.0,136.0,242.0,,,,,,,,,,,,,,,,,,,
Maharajganj,March 2019,169666.23,,,,126522.0,74.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.09,46.0,257.37,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.97,,,71.54,124.0,1047.0,1981.0,6411.0,7108.0,16547.0,,,,,,,,,,,,,,,,,,,
Agra,June 2019,75.0,,,,51.25,787.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5810.0,17773.0,16840.0,6940.0,6187.0,53550.0,1264.0,632.0,7.0,10.0,694.0,45.0,278.0,139.0,0.0,38.0,212.0,35.0,2975.31,463.0,,,72.04,476.0
Aligarh,June 2019,37.0,,,,4.39,418.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7158.0,15555.0,13073.0,6251.0,4722.0,46759.0,1122.0,561.0,1.0,6.0,592.0,24.0,122.0,61.0,0.0,39.0,119.0,19.0,1318.01,325.0,,,33.45,289.0
Prayagraj,June 2019,401.0,,,,125.12,1298.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.0,566.0,2.0,11.0,629.0,50.0,100.0,50.0,1.0,10.0,80.0,19.0,1689.86,337.0,,,36.25,257.0
Ambedkar Nagar,June 2019,168.0,,,,59.78,302.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024.0,14375.0,11348.0,9025.0,2626.0,42398.0,298.0,149.0,1.0,6.0,175.0,19.0,,217320.0,,53937.0,,271257.0,560.6,136.0,,,6.63,61.0
Auraiya,June 2019,25.0,,,,4.15,352.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,104.0,2.0,2.0,113.0,5.0,34.0,17.0,0.0,2.0,21.0,2.0,122.58,34.0,,,2.75,25.0
Azamgarh,June 2019,58.0,,,,14.31,738.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4759.0,18736.0,18417.0,13544.0,5123.0,60579.0,388.0,194.0,0.0,0.0,216.0,22.0,98.0,49.0,0.0,1.0,56.0,6.0,2696.98,960.0,,,6.55,52.0
Baghpat,June 2019,98.0,,,,47.03,268.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,164.0,0.0,1.0,169.0,4.0,126.0,63.0,0.0,3.0,73.0,7.0,,,,,,
Ballia,June 2019,17.0,,,,6.62,1019.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6104.0,13584.0,7641.0,3153.0,2260.0,32742.0,348.0,174.0,0.0,0.0,180.0,6.0,40.0,20.0,0.0,2.0,24.0,2.0,557.3,145.0,,,5.23,45.0
Balrampur,June 2019,12.0,,,,0.29,307.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.0,5825.0,7518.0,3573.0,4852.0,23760.0,132.0,66.0,0.0,2.0,71.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,144.35,52.0,,,,
Banda,June 2019,201908.0,,,,21293.56,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914.0,11057.0,5239.0,1577.0,1976.0,21763.0,374.0,187.0,1.0,1.0,208.0,19.0,72.0,36.0,0.0,1.0,57.0,20.0,154.21,46.0,,,3.1,25.0
Bareilly,June 2019,21904.0,24434.0,129.97,120.23,60.37,59.28,2148.0,39.17,34.85,382.0,30.43,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.0,664.0,5.0,12.0,745.0,64.0,234.0,117.0,0.0,4.0,132.0,11.0,39777.04,10418.0,,,25.56,230.0
Budaun,June 2019,33.0,,,,3.01,1010.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567.0,10230.0,7993.0,4950.0,5886.0,32626.0,382.0,191.0,2.0,2.0,206.0,11.0,52.0,26.0,0.0,2.0,34.0,6.0,241.38,107.0,,,5.78,104.0
Bulandshahr,June 2019,152.0,,,,36.35,488.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.0,9033.0,7948.0,1966.0,3166.0,23753.0,660.0,330.0,11.0,5.0,377.0,31.0,192.0,96.0,0.0,11.0,134.0,27.0,248.88,72.0,,,17.45,204.0
Etah,June 2019,4.0,,,,0.29,237.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945.0,9422.0,10122.0,4658.0,2696.0,29843.0,798.0,399.0,0.0,2.0,426.0,25.0,62.0,31.0,0.0,4.0,50.0,15.0,270.55,66.0,,,6.35,55.0
Etawah,June 2019,23968.0,24319.0,15.48,11.51,1.12,0.72,268.0,7.17,4.99,83.0,7.19,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.0,4220.0,2576.0,812.0,858.0,10252.0,214.0,107.0,0.0,1.0,115.0,7.0,82.0,41.0,0.0,3.0,45.0,1.0,96.17,37.0,,,7.25,55.0
Ayodhya,June 2019,112.0,,,,55.03,611.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4772.0,16179.0,10372.0,7778.0,3524.0,42625.0,640.0,320.0,1.0,5.0,357.0,31.0,134.0,67.0,0.0,5.0,85.0,13.0,913.68,215.0,,,16.07,129.0
Farrukhabad,June 2019,18.0,,,,3.37,178.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626.0,7498.0,6563.0,4219.0,3791.0,24697.0,730.0,365.0,1.0,0.0,394.0,28.0,50.0,25.0,0.0,15.0,52.0,12.0,288.67,79.0,,,7.01,59.0
Fatehpur,June 2019,157.0,,,,59.84,975.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9478.0,24279.0,17122.0,12200.0,3318.0,66397.0,286.0,143.0,2.0,8.0,175.0,22.0,82.0,41.0,0.0,4.0,49.0,4.0,393.06,82.0,,,6.91,54.0
Gautam Buddha Nagar,June 2019,16.0,,,,3.49,166.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5725.0,18471.0,16847.0,7888.0,7833.0,56764.0,544.0,272.0,4.0,3.0,293.0,14.0,152.0,76.0,3.0,2.0,93.0,12.0,3664.82,297.0,,,43.76,258.0
Ghazipur,June 2019,5.0,,,,1.89,598.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4773.0,14784.0,9236.0,10466.0,2303.0,41562.0,414.0,207.0,1.0,2.0,219.0,9.0,70.0,35.0,0.0,0.0,39.0,4.0,1850.46,647.0,,,5.07,37.0
Gonda,June 2019,1206.0,1601.0,17.34,15.08,1.8,1.63,297.0,7.44,6.1,98.0,8.1,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3653.0,10370.0,11682.0,5753.0,5929.0,37387.0,290.0,145.0,0.0,0.0,161.0,16.0,34.0,17.0,1.0,1.0,23.0,4.0,311.49,68.0,,,4.21,40.0
Gorakhpur,June 2019,88858.0,92932.0,350.29,326.86,242.62,239.83,3411.0,52.59,45.33,663.0,55.08,41.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6938.0,19335.0,16251.0,7134.0,9020.0,58678.0,652.0,326.0,2.0,3.0,342.0,11.0,78.0,39.0,1.0,2.0,50.0,8.0,1508.84,275.0,,,30.58,208.0
Hamirpur,June 2019,40.0,,,,4.44,5561.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1478.0,7730.0,6722.0,1675.0,1897.0,19502.0,116.0,58.0,1.0,1.0,67.0,7.0,24.0,12.0,0.0,0.0,14.0,2.0,128.92,39.0,,,1.91,14.0
Hapur,June 2019,11884.0,12382.0,55.11,52.86,37.34,37.02,378.0,8.27,7.09,120.0,9.5,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,179.0,254.0,148.0,56.0,718.0,262.0,131.0,2.0,0.0,134.0,1.0,58.0,29.0,1.0,0.0,36.0,6.0,42.75,6.0,,,6.34,27.0
Jalaun,June 2019,1901.0,2160.0,15.3,13.53,4.05,3.65,189.0,5.32,4.72,70.0,5.93,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.0,8045.0,12016.0,4815.0,3373.0,29840.0,334.0,167.0,1.0,1.0,183.0,14.0,100.0,50.0,0.0,5.0,77.0,22.0,128.25,39.0,,,3.73,32.0
Jaunpur,June 2019,31406.0,35434.0,163.67,152.42,97.93,91.32,3831.0,50.25,47.65,197.0,15.5,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7764.0,22822.0,14262.0,9769.0,3716.0,58333.0,368.0,184.0,3.0,0.0,196.0,9.0,80.0,40.0,0.0,1.0,51.0,10.0,1712.3,738.0,,,4.87,46.0
Kannauj,June 2019,622.0,1383.0,21.29,14.54,1.61,1.4,690.0,13.93,9.88,71.0,5.75,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2824.0,7302.0,6352.0,3283.0,2881.0,22642.0,280.0,140.0,1.0,0.0,152.0,11.0,40.0,20.0,0.0,17.0,48.0,11.0,225.0,63.0,,,2.49,21.0
Kanpur Dehat,June 2019,860.0,1404.0,21.57,17.97,1.61,1.37,444.0,11.79,9.18,100.0,8.17,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7805.0,22324.0,11960.0,6787.0,5457.0,54333.0,246.0,123.0,0.0,3.0,140.0,14.0,68.0,34.0,0.0,0.0,34.0,0.0,250.65,70.0,,,5.32,36.0
