district,period,aadhaar_authentication__aadhaar_seeded_casa,aadhaar_authentication__authenticated_casa,aadhaar_authentication__mobile_seeded_sb,aadhaar_authentication__operative_casa,aadhaar_authentication__operative_sb,aadhaar_authentication__pct_aadhaar_seeding,aadhaar_authentication__pct_authentication,aadhaar_authentication__pct_mobile_seeding,atm__atm_new_fy,atm__atm_rural,atm__atm_semi_urban,atm__atm_total,atm__atm_urban,banking_parameter__agri_adv_ac,banking_parameter__agri_adv_amt,banking_parameter__dri_ac,banking_parameter__dri_amt,banking_parameter__minority_ac,banking_parameter__minority_amt,banking_parameter__msme_ac,banking_parameter__msme_amt,banking_parameter__nri_deposit,banking_parameter__other_ps_ac,banking_parameter__other_ps_amt,banking_parameter__pct_agri_adv,banking_parameter__pct_psa,banking_parameter__sc_ac,banking_parameter__sc_amt,banking_parameter__shg_ac,banking_parameter__shg_amt,banking_parameter__small_marginal_farmers_ac,banking_parameter__small_marginal_farmers_amt,banking_parameter__st_ac,banking_parameter__st_amt,banking_parameter__total_advances,banking_parameter__total_priority_ac,banking_parameter__total_priority_amt,banking_parameter__women_ac,banking_parameter__women_amt,branch_network__branch_new_fy,branch_network__branch_rural,branch_network__branch_semi_urban,branch_network__branch_urban,branch_network__total_branch,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__total_advances,credit_deposit_ratio__total_branch,credit_deposit_ratio__total_deposit,kcc__kcc_activated,kcc__kcc_ah_os_ac,kcc__kcc_ah_os_amt,kcc__kcc_fish_os_ac,kcc__kcc_fish_os_amt,kcc__kcc_issued_qtr_ac,kcc__kcc_issued_qtr_amt,kcc__kcc_os_amt,kcc__kcc_rupay,kcc__total_kcc_ac,kcc__total_kcc_amt,pmegp__pmegp_forwarded_mm,pmegp__pmegp_forwarded_no,pmegp__pmegp_pending_mm,pmegp__pmegp_pending_no,pmegp__pmegp_rejected_mm,pmegp__pmegp_rejected_no,pmegp__pmegp_sanctioned_mm,pmegp__pmegp_sanctioned_no,pmegp__pmegp_target_mm,pmegp__pmegp_target_no,pmjdy__pmjdy_aadhaar_seeded,pmjdy__pmjdy_amount,pmjdy__pmjdy_pct_aadhaar,pmjdy__pmjdy_pct_rupay,pmjdy__pmjdy_pct_zero_balance,pmjdy__pmjdy_rupay_issued,pmjdy__pmjdy_rural,pmjdy__pmjdy_urban,pmjdy__pmjdy_zero_balance,pmjdy__total_pmjdy_ac,pmmy__pmmy_kishore_ac,pmmy__pmmy_kishore_amt,pmmy__pmmy_shishu_ac,pmmy__pmmy_shishu_amt,pmmy__pmmy_target,pmmy__pmmy_tarun_ac,pmmy__pmmy_tarun_amt,pmmy__pmmy_tarun_plus_ac,pmmy__pmmy_tarun_plus_amt,pmmy__pmmy_total_ac,pmmy__pmmy_total_amt,rseti__rseti_beneficiaries_qtr,rseti__rseti_cumulative_beneficiaries,rseti__rseti_cumulative_programs,rseti__rseti_programs_qtr,rseti__rseti_settled_bank,rseti__rseti_settled_own,rseti__rseti_settled_total,rseti__rseti_settled_wage,rseti__rseti_settlement_pct,rseti__rseti_target_candidates,rseti__rseti_target_programs,sacp__sacp_agri_infra_disb_ac,sacp__sacp_agri_infra_disb_amt,sacp__sacp_agri_infra_os_ac,sacp__sacp_agri_infra_os_amt,sacp__sacp_agri_infra_pct_ach_ac,sacp__sacp_agri_infra_pct_ach_amt,sacp__sacp_agri_infra_target_ac,sacp__sacp_agri_infra_target_amt,sacp__sacp_crop_loan_disb_ac,sacp__sacp_crop_loan_disb_amt,sacp__sacp_crop_loan_os_ac,sacp__sacp_crop_loan_os_amt,sacp__sacp_crop_loan_pct_ach_ac,sacp__sacp_crop_loan_pct_ach_amt,sacp__sacp_crop_loan_target_ac,sacp__sacp_crop_loan_target_amt,sacp__sacp_education_disb_ac,sacp__sacp_education_disb_amt,sacp__sacp_education_os_ac,sacp__sacp_education_os_amt,sacp__sacp_education_pct_ach_ac,sacp__sacp_education_pct_ach_amt,sacp__sacp_education_target_ac,sacp__sacp_education_target_amt,sacp__sacp_housing_disb_ac,sacp__sacp_housing_disb_amt,sacp__sacp_housing_os_ac,sacp__sacp_housing_os_amt,sacp__sacp_housing_pct_ach_ac,sacp__sacp_housing_pct_ach_amt,sacp__sacp_housing_target_ac,sacp__sacp_housing_target_amt,sacp__sacp_other_ps_disb_ac,sacp__sacp_other_ps_disb_amt,sacp__sacp_other_ps_os_ac,sacp__sacp_other_ps_os_amt,sacp__sacp_other_ps_pct_ach_ac,sacp__sacp_other_ps_pct_ach_amt,sacp__sacp_other_ps_target_ac,sacp__sacp_other_ps_target_amt,sacp__sacp_term_loan_disb_ac,sacp__sacp_term_loan_disb_amt,sacp__sacp_term_loan_os_ac,sacp__sacp_term_loan_os_amt,sacp__sacp_term_loan_pct_ach_ac,sacp__sacp_term_loan_pct_ach_amt,sacp__sacp_term_loan_target_ac,sacp__sacp_term_loan_target_amt,sacp__sacp_total_agri_disb_ac,sacp__sacp_total_agri_disb_amt,sacp__sacp_total_agri_os_ac,sacp__sacp_total_agri_os_amt,sacp__sacp_total_agri_pct_ach_ac,sacp__sacp_total_agri_pct_ach_amt,sacp__sacp_total_agri_target_ac,sacp__sacp_total_agri_target_amt,sacp__sacp_total_msme_disb_ac,sacp__sacp_total_msme_disb_amt,sacp__sacp_total_msme_os_ac,sacp__sacp_total_msme_os_amt,sacp__sacp_total_msme_pct_ach_ac,sacp__sacp_total_msme_pct_ach_amt,sacp__sacp_total_msme_target_ac,sacp__sacp_total_msme_target_amt,sacp__sacp_total_ps_disb_ac,sacp__sacp_total_ps_disb_amt,sacp__sacp_total_ps_os_ac,sacp__sacp_total_ps_os_amt,sacp__sacp_total_ps_pct_ach_ac,sacp__sacp_total_ps_pct_ach_amt,sacp__sacp_total_ps_target_ac,sacp__sacp_total_ps_target_amt,sarfaesi__sarfaesi_col2,sarfaesi__sarfaesi_col3,sarfaesi__sarfaesi_col4,sarfaesi__sarfaesi_col5,sarfaesi__sarfaesi_col6,sarfaesi__sarfaesi_col7,social_security_schemes__pmjjby_achievement,social_security_schemes__pmjjby_enrolment,social_security_schemes__pmjjby_pct,social_security_schemes__pmjjby_target,social_security_schemes__pmsby_achievement,social_security_schemes__pmsby_enrolment,social_security_schemes__pmsby_pct,social_security_schemes__pmsby_target
Bharuch,December 2019,,,,,,,,,,0,0,85,0,78425,199483.53,6258,8439.02,183,122.81,56283,247427.55,100153.61,38439,181068.37,23.15,72.86,356,119.47,11635,12765.76,201,55.09,29654,59058.7,861870.36,173147,627979.45,160,178.03,,0,77,107,136,81.48,1632052.9,320,2003012.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhavnagar,December 2019,,,,,,,,,,0,0,93,0,164790,275107.84,5848,6649.96,279,115.93,37261,344896.27,42064,40302,139085.39,27.46,75.78,283,111.32,1467,2085,163,75.25,88216,130078.93,1001685.04,242353,759089.5,150,798.21,,0,114,72,126,59.94,1039016.44,317,1733329.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botad,December 2019,,,,,,,,,,0,0,12,0,77324,134861.03,5223,4888.53,84,32.64,5390,21850.15,581.13,9521,8723.1,75.95,93.17,280,26.63,1129,858.49,44,8.44,37533,51281.16,177564.51,92235,165434.28,13,12,,0,19,20,39,82.37,189628.13,78,230217.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chhotaudepur,December 2019,,,,,,,,,,0,0,0,0,42542,72413.43,2283,2299.77,33,17.06,6018,21314,1532.2,4893,20105.46,54.85,86.23,387,231.55,18084,19526.33,357,186.15,18898,24446.37,132013.72,53453,113832.89,67,76.82,,0,0,28,66,53.24,134896.12,94,253393.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dang,December 2019,,,,,,,,,,0,0,0,0,3509,2830.4,743,302.25,20,5.47,783,681.59,166.46,289,1323.32,30.36,51.86,151,57.78,4257,2947.78,95,19.19,3843,3466.3,9323.41,4581,4835.31,128,256.99,,0,0,7,10,12.52,9000.61,17,71865.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dohad,December 2019,,,,,,,,,,2,0,18,2,150507,87291.45,11648,10251.19,152,50.29,21074,32131.36,21065.4,11128,27333.42,46.88,78.82,610,148.29,32231,22867.39,170,28.08,119934,48516.15,186189.86,182709,146756.23,336,122.07,,0,31,34,58,45.61,202503.67,123,443946.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gandhinagar,December 2019,,,,,,,,,,5,6,129,11,95988,210042.85,7072,17011.34,121,103.8,28253,200897.5,147443.92,30428,196821.54,11.43,33.07,505,195.3,1867,7087.76,370,49.95,27384,68450.74,1837607.12,154669,607761.89,625,782,,5,123,71,142,59.31,1970183.43,342,3322099.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gir Somnath,December 2019,,,,,,,,,,0,0,24,0,79603,163722.66,5066,4434.39,227,182.3,6441,41375.19,15845.57,8979,20270.23,65.17,89.7,122,80.31,1083,1333.41,156,31.76,54499,94815.84,251241.7,95023,225368.08,22,30.22,,0,27,41,54,49.62,281212.99,122,566732.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamnagar,December 2019,,,,,,,,,,3,0,106,3,151981,305274.09,5716,6789.68,426,286.34,33648,281045.77,151856.84,20478,138449.06,22.45,53.31,204,79.55,1094,1374.8,194,43.37,95638,135490.38,1359603.96,206107,724768.92,185,555.99,,0,101,49,112,82.88,1323969.57,264,1597467.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junagadh,December 2019,,,,,,,,,,0,0,60,0,152529,374607.34,6882,7880.7,442,468.27,19351,123547.85,31667.91,11841,76823.64,59.64,91.54,167,74.36,3070,3942.41,201,36.75,103358,186438.43,628145.5,183721,574978.83,50,173.85,,0,64,79,96,52.12,681367.25,244,1307217.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kachchh,December 2019,,,,,,,,,,1,0,134,1,113587,337992.5,8117,12301.1,826,1020.46,53672,354678.78,1330120.57,28196,179317.32,23.84,61.52,342,155.87,2773,3944.06,287,55.24,50195,126480.19,1417509.68,195455,871988.6,1329,1290.58,,0,117,133,161,41.46,1568892,417,3783885.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kheda,December 2019,,,,,,,,,,0,0,51,0,163624,233593.38,6891,8120.81,473,273.86,50093,101913.96,237549.03,33520,105583.88,41.73,78.8,1688,357.5,5407,5822.52,2195,461.07,96373,84709.71,559743.11,247237,441091.22,211,595.2,,0,61,99,137,38.09,589430.96,299,1547449.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahesana,December 2019,,,,,,,,,,0,0,64,0,210861,470778.15,14053,23928.02,201,101.38,41878,292996.99,27646.23,30901,124092.63,37.51,70.74,662,310.48,3464,4151.52,458,200.87,95627,140870.55,1255106.07,283640,887867.77,815,576.9,,0,64,143,184,80.57,1297416.28,393,1610383.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahisagar,December 2019,,,,,,,,,,0,0,0,0,90125,74695.96,6973,5645.63,53,16.75,7239,10001.74,27410.2,4469,11717.17,57.38,74.06,207,92.85,15861,9659.86,96,32.93,47888,33200.14,130176.47,101833,96414.87,200,72.35,,0,0,35,57,35.42,126663.41,92,357553.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morbi,December 2019,,,,,,,,,,0,0,32,0,117332,260012.04,4056,7481.82,93,138.71,25837,465189.84,16952.06,7611,31268.77,21.38,62.22,83,40.09,758,580.64,140,30.53,68584,96621.42,1215876.91,150780,756470.65,32,522.37,,0,50,38,74,162.84,1385811.6,162,851005.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navsari,December 2019,,,,,,,,,,0,0,76,0,54571,131441.27,3182,2960.55,250,155.44,40838,100215.51,602627.37,27009,135157.47,25.79,71.97,400,190.2,23722,21700.15,162,388.23,17198,20032.65,509701.32,122418,366814.25,927,494.24,,0,68,57,159,25.52,537361.44,284,2105808.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panch Mahals,December 2019,,,,,,,,,,0,0,33,0,130934,103402.8,10080,6614.86,330,213.74,20802,51029.58,18053.68,14487,46519.4,33.96,65.99,661,225.75,15017,12200.56,247,71.54,71663,50471.18,304528.81,166223,200951.78,385,180.98,,0,40,49,89,48.78,317541.07,178,651013.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patan,December 2019,,,,,,,,,,0,0,31,0,114035,253371.59,7765,11861.43,369,74.02,14277,35740.46,11296.78,8655,42877.57,66.59,87.25,1309,577.06,962,1523.81,285,54.49,50859,75314.42,380500.1,136967,331989.62,1325,1127.59,,0,39,59,70,70.12,393692.67,173,561448.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porbandar,December 2019,,,,,,,,,,0,0,37,0,48844,116547.78,3198,2476.18,166,273.15,6583,42070.95,184223.38,7752,47887.57,51.67,91.55,171,61.54,1727,1225.85,190,31.28,34309,50951.91,225555.22,63179,206506.3,70,283.2,,0,50,16,28,33.2,280714.89,94,845641.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajkot,December 2019,,,,,,,,,,212,232,50,444,319519,783911.35,13568,17111.45,483,664.1,104581,1305353.11,533335.62,99144,532735.51,13.84,46.29,602,186.54,3307,2853.01,258,182.12,200195,254387.31,5664884.56,523244,2621999.97,159,1721.31,,242,78,100,238,100.32,4872360.6,658,4856610.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabar Kantha,December 2019,,,,,,,,,,0,0,5,0,226522,407954.05,16130,32296.67,311,195.98,23342,108252.31,14285.74,27141,92258.14,52.02,77.59,2715,555.56,7777,14485.81,557,63.23,94561,180398.51,784157.4,277005,608464.5,2010,990.22,,0,9,113,170,93.37,768852.16,292,823469.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surat,December 2019,,,,,,,,,,594,611,29,1205,117703,472130.3,14080,27580.97,406,327.22,201538,2768195.25,520138.85,209039,1338489.84,4.82,46.75,788,262.66,27826,32988.57,278,82.73,47167,102749.24,9793764.96,528280,4578815.39,837,8196.89,,512,28,149,200,110.82,8410794.28,890,7589616.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surendranagar,December 2019,,,,,,,,,,1,0,30,1,149291,326960.24,10089,12180,269,74.65,26710,107838.88,9935.19,9264,38240.2,56.83,82.21,415,100.49,4827,4098.66,159,45.77,79895,124503.4,575370.39,185265,473039.32,162,225.82,,0,45,76,83,72.12,605940.15,204,840153.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapi,December 2019,,,,,,,,,,0,1,2,1,25505,53035.51,3279,4915.77,155,135.52,5345,14531.68,6963.74,10130,22269.62,44.5,75.38,868,211.79,27096,26688.58,128,57.15,13726,19470.58,119186.26,40980,89836.81,126,152.17,,0,1,38,45,35.05,124701.52,84,355821.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vadodara,December 2019,,,,,,,,,,492,488,30,980,187106,337811.1,15723,25419.26,447,463.8,138666,1086611.08,1129470.87,162565,810789.54,6.23,41.21,468,183.7,17016,26522.11,530,725.2,54443,77509.76,5423378.53,488337,2235211.72,593,1704.19,,452,36,73,182,71.55,6327061.18,743,8842540.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valsad,December 2019,,,,,,,,,,0,3,76,3,41273,91056.51,4538,4145.24,589,55.22,46692,365391.2,99956.48,48994,221915.17,8.57,63.86,605,104.99,24474,23288.42,266,184.25,17143,21616.74,1062280.9,136959,678362.88,652,500.68,,1,96,86,88,66.22,1154152.74,271,1742977.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmadabad,March 2020,,,,,,,,,,1120,908,14,2028,219727,969321.16,34677,61492.42,1042,545.54,275802,4139271.31,1704685.86,265498,1432897.63,4.77,32.19,1089,320.57,11273,14273.47,2462,397.13,39128,133429.32,20322001.98,761027,6541490.1,773,2797.59,,1190,8,158,152,112.15,23070871.88,1512,20571341.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7988,211429.05,9494,267351.14,17.16,142.66,46539,148200,117321,232472.24,117746,346739.7,62.26,83.49,188440,278450,4863,30665.21,10555,60609.65,45.04,157.25,10798,19500.66,39653,293856.64,129287,1234606.74,155.09,106.66,25567,275499.65,59755,114554.42,125498,85010.21,102.24,106.17,58444,107900,40144,78379.51,92487,355230.32,70.1,73.87,57266,106110,165453,522280.8,219727,969321.16,56.61,98.03,292245,532760,135985,2889680.1,275802,4139271.31,28.92,158.97,470147,1817799.53,406532,3920228.77,761027,6541490.09,47.32,139.81,859196,2803960.22,,,,,,,,,,,,,,
Amreli,March 2020,,,,,,,,,,0,0,13,0,208437,372875.67,8782,6494.6,269,67.09,12418,55921.67,6783.47,6485,26787.36,72.9,89.07,382,55.63,1578,758.67,167,81.35,123860,165516.4,511484.19,227340,455584.7,53,176.01,,0,34,86,140,68.83,561001.09,262,815080.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845,58004.07,3525,40562.63,9.56,140,29762,41432.61,224206,269530.19,175741,259996.66,117.16,86.75,191364,310700.75,575,1080.71,560,1787.2,107.08,41.24,537,2620.5,914,3282.92,3283,22062.53,59.9,15.49,1526,21198.77,2217,3534.47,2642,2937.63,32.95,12.59,6729,28065.79,21025,37008.77,29171,72316.38,550.83,452.23,3817,8183.6,248076,364543.03,208437,372875.67,110.28,101.17,224943,360316.96,8183,119635,12418,55921.67,538.36,207.62,1520,57621.75,259965,492076.13,227340,455584.7,110.5,104.74,235255,469823.77,,,,,,,,,,,,,,
Anand,March 2020,,,,,,,,,,1,0,59,1,181494,286261.39,11738,12632.88,525,672.47,60077,133555.91,687041.31,33513,141575.1,34.0,66.68,1739,446.16,4375,3564.91,880,229.81,92671,129048.28,841937.2,275084,561392.4,409,3947.08,,0,76,190,147,26.47,834355.69,413,3152398.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22405,51105.22,22697,88768.01,290.6,270.11,7710,18920,47293,84738.79,74529,131918.31,75.93,74.58,62281,113616.88,1407,5544.47,1978,8950.13,45.34,33.61,3103,16498,4023,21837.11,13582,112171.45,45.14,79.42,8912,27496,8621,19301.79,17951,20296.86,23.94,28.53,36006,67659,58760,50680.68,84268,65575.07,169.16,89.2,34737,56816.67,128458,186524.69,181494,286261.39,122.66,98.51,104728,189353.55,35143,137620.4,60077,133555.91,47.14,104.17,74558,132112.02,177652,370828.46,275084,561392.4,78.16,85.62,227307,433118.57,,,,,,,,,,,,,,
Arvalli,March 2020,,,,,,,,,,0,0,1,0,101777,189761.41,8837,14610.71,54,19.03,10701,26137.39,7438.78,5307,22203.85,74.06,92.93,1865,386.76,8374,8785.19,297,83.27,55702,98974.58,256230.78,117785,238102.65,634,1691.13,,0,1,57,84,69.86,269835.75,143,386268.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198,3658.94,3114,15368.46,16.58,29.95,13260,12216,34361,123150.94,66724,145596.85,25.63,91.56,134056,134498,560,684.59,373,1008.38,260.47,70,215,978,338,1357.73,2826,20156.59,36.27,14.53,932,9344,1771,1566.29,2108,1038.88,38.02,24.48,4658,6397,37428,29942.56,31939,28796.1,361.87,68.21,10343,43895,73987,156752.44,101777,189761.41,46.93,82.24,157659,190609,4810,18854.09,10701,26137.39,109.42,133.66,4396,14106,81466,179215.14,117785,238102.65,48.53,80.93,167860,221434,,,,,,,,,,,,,,
Banas Kantha,March 2020,,,,,,,,,,0,0,55,0,273997,682614.34,13103,13795.24,207,37.53,21962,115001.93,7089.64,22985,68705.72,68.4,86.81,2811,731.81,4560,3350.12,211,72.26,128550,237151.59,998003.55,318944,866321.99,2656,1681.4,,0,83,62,206,98.97,1035368.55,355,1046162.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4337,87486.05,5815,101317.14,12.16,61.4,35658,142481,215093,371535.99,197579,417227.3,92.76,98.61,231876,376764,447,1368.41,556,2093.68,13.84,15.37,3230,8901,3890,26520.39,9219,57052.81,50.41,68.92,7717,38481.64,1434,3792.54,13209,8758.65,4.89,7.54,29342,50305.6,27193,64605.73,70603,164069.9,49.9,32.48,54498,198917,246623,523627.77,273997,682614.34,76.58,72.91,322032,718162,13907,85097.49,21962,115001.93,74.89,82.33,18569,103358.34,266301,640406.6,318944,866321.99,69.92,69.67,380890,919208.58,,,,,,,,,,,,,,
Bharuch,March 2020,,,,,,,,,,0,0,87,0,80325,200627.86,11838,10528.39,219,198.35,54394,243727.12,112460.87,38312,200355.09,23.28,74.8,344,90.56,21057,17112.5,160,116.7,44246,88985.51,861870.36,173031,644710.07,151,172.36,,0,77,108,136,82.8,1660358.56,321,2005208.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731,26405.99,4726,47005.91,110.48,68.44,3377,38581,40324,81940.33,53305,119650.22,81.37,42.69,49555,191952,1795,3158.44,1190,5161.33,327.55,79.94,548,3951,6388,40299.94,26144,189773.85,612.46,338.65,1043,11900,5551,2847.77,10978,5419.91,95.04,31.83,5841,8947,20562,27416.24,22294,33971.73,159.33,37.37,12905,73368,64617,135762.56,80325,200627.86,98.15,44.67,65837,303901,38055,189487.65,54394,243727.12,470.51,278.92,8088,67937,116409,371787.27,173031,644710.07,142.96,93.31,81427,398436,,,,,,,,,,,,,,
